household_id,community,building_value,income,damage_level,population_scaled,age,race,latitude,longitude
dqcp176g,dqcp17,0.4748621127022222,0.20862836123528983,0.0,0.8571428571428571,0.5088324569420021,0.0,39.21767234802246,-77.28487014770508
dqcnc7hq,dqcnc7,0.5457664827666111,0.7445038889371242,0.0,0.8571428571428571,0.1293073671499701,0.0,39.172868728637695,-77.28281021118164
dqcnc29k,dqcnc2,0.5947004504470721,0.7780988353709903,0.0,0.8571428571428571,0.4216932489717887,0.0,39.15879249572754,-77.28693008422852
dqcngqhc,dqcngq,0.549663660754192,0.0893687028500984,0.0,0.5714285714285714,0.7818778563573461,0.25,39.18848991394043,-77.19423294067383
dqcnbbdq,dqcnbb,0.4839942240307074,0.8963025933623555,0.25,0.42857142857142855,0.7842007905173141,0.0,39.159135818481445,-77.30752944946289
dqcncsjm,dqcncs,0.4774224317346389,0.3332791095433284,1.0,0.42857142857142855,0.3141584842807816,0.0,39.17819023132324,-77.27045059204102
dqcnbchm,dqcnbc,0.5297341873635856,0.6278811070189421,0.0,0.42857142857142855,0.5384967596004107,0.5,39.16171073913574,-77.30478286743164
dqcng43b,dqcng4,0.5462234613945591,0.15377854620488565,0.0,0.14285714285714285,0.774769660716998,0.25,39.1677188873291,-77.2093391418457
dqcnfpuz,dqcnfp,0.6891254544801874,0.36967230615653973,0.5,1.0,0.198331363928927,0.0,39.19913291931152,-77.24916458129883
dqcp473c,dqcp47,0.36938121053548534,0.6408198723655523,0.0,0.42857142857142855,0.15162178774754895,0.0,39.217329025268555,-77.2422981262207
dqchf7jt,dqchf7,0.6250828474560803,0.6505413894446037,0.0,0.14285714285714285,0.4884379995886925,0.0,38.82113456726074,-77.23714828491211
dqcncu6f,dqcncu,0.8834030737655907,0.6385093419812389,0.25,0.5714285714285714,0.22682836758556216,0.0,39.17904853820801,-77.26289749145508
dqcncvkb,dqcncv,0.5767760016864562,0.6153808796028856,0.75,0.14285714285714285,0.883790064733377,0.25,39.1841983795166,-77.26015090942383
dqcnfk5z,dqcnfk,0.7593251904598686,0.30456996013214127,0.25,0.5714285714285714,0.0960389869568177,0.0,39.17853355407715,-77.23955154418945
dqcp1rx0,dqcp1r,0.5467739680569637,0.3723845529585606,0.0,0.14285714285714285,0.7549768341246295,0.5,39.24050331115723,-77.27903366088867
dqcp1yv9,dqcp1y,0.4022742005802251,0.5480748381352535,0.0,0.42857142857142855,0.43524771206792,0.5,39.236555099487305,-77.25912094116211
dqcnctbb,dqcnct,0.18879718837352943,0.5455396743704106,0.75,0.14285714285714285,0.7650958895364613,0.0,39.18694496154785,-77.27663040161133
dqcne6ct,dqcne6,0.3378867383845902,0.17851256640524027,0.0,0.5714285714285714,0.7625655438997905,0.0,39.12737846374512,-77.19869613647461
dqcngjkj,dqcngj,0.4372716624479923,0.23560599843298208,0.0,0.7142857142857143,0.8517001258175207,0.0,39.18505668640137,-77.20624923706055
dqcner94,dqcner,0.6853125295312704,0.643346750718137,0.25,0.14285714285714285,0.16248510677872635,0.0,39.15295600891113,-77.19938278198242
dqcnf6cg,dqcnf6,0.680286359819627,0.09297985697291346,0.75,0.2857142857142857,0.8384880371919503,0.0,39.17098045349121,-77.2422981262207
dqcncf4c,dqcncf,0.4412219118508106,0.15816158704437672,0.0,1.0,0.12070515212315923,0.0,39.16651725769043,-77.26289749145508
dqcnf6cj,dqcnf6,0.7032451833578499,0.18364231883235363,0.75,0.2857142857142857,0.8566167307057275,0.0,39.17132377624512,-77.24332809448242
dqcncfq5,dqcncf,0.40719925853791206,0.0,0.0,0.5714285714285714,0.11994897874483149,0.0,39.16823387145996,-77.2584342956543
dqcne4gy,dqcne4,0.5508339408758031,0.8263144801297325,0.0,0.42857142857142855,0.11413694396703973,0.0,39.12755012512207,-77.20659255981445
dqcng06w,dqcng0,0.6531832281815646,0.06142043593782333,0.0,0.5714285714285714,0.20093471378461156,0.0,39.15776252746582,-77.20830917358398
dqcnf3uz,dqcnf3,0.07348852684960053,0.2520230420950269,0.75,0.2857142857142857,0.815845889281182,0.25,39.16617393493652,-77.23817825317383
dqcnc6tb,dqcnc6,0.588707908822242,0.0,0.0,0.5714285714285714,0.1543063250663172,0.0,39.16909217834473,-77.2807502746582
dqcnc7bc,dqcnc7,0.5488766880295896,0.9510591874914045,0.0,0.8571428571428571,0.20130337912606155,0.0,39.176130294799805,-77.28761672973633
dqcp1z6r,dqcp1z,0.890929256006433,0.0,0.0,0.7142857142857143,0.8550573247411642,0.0,39.24033164978027,-77.26358413696289
dqcncdq7,dqcncd,0.5071139882888732,0.023539634513248038,0.25,0.8571428571428571,0.4847360817690216,1.0,39.16823387145996,-77.26907730102539
dqcp1ys8,dqcp1y,0.4061109042774832,0.7787482322920857,0.25,0.7142857142857143,0.5703052800253221,0.5,39.23501014709473,-77.26049423217773
dqcp4kgx,dqcp4k,0.6660211140391771,0.3204884233047769,0.25,0.42857142857142855,0.4716187317127034,0.25,39.22659873962402,-77.23989486694336
dqcnc78q,dqcnc7,0.6055772155087306,0.7870993964712454,0.0,0.2857142857142857,0.1707716116371789,0.5,39.175615310668945,-77.28830337524414
dqcnf794,dqcnf7,0.6911557731872657,0.07808702892938929,0.0,1.0,0.6195347394610565,0.0,39.17492866516113,-77.24332809448242
dqcncwc5,dqcncw,0.5309935135381102,0.7096216438506545,0.0,0.7142857142857143,0.7556423414866431,0.25,39.19295310974121,-77.27628707885742
dqcnc0y3,dqcnc0,0.47248018623950394,0.32417275311017424,0.0,0.2857142857142857,0.8430901288420694,0.5,39.159650802612305,-77.29104995727539
dqcp1rzr,dqcp1r,0.5316478350376005,0.18181901765602188,0.0,0.2857142857142857,0.81777531177733,0.0,39.24307823181152,-77.27869033813477
dqcncf6c,dqcncf,0.38034484049593564,0.10050730256621898,0.0,0.7142857142857143,0.1874856259877904,0.0,39.167890548706055,-77.26289749145508
dqcnfffs,dqcnff,0.3555313080843395,0.0,0.0,0.5714285714285714,0.8159903804869426,1.0,39.171152114868164,-77.21929550170898
dqcng4te,dqcng4,0.5560205898911873,0.15335880099041113,0.0,0.14285714285714285,0.8210975764366104,1.0,39.169607162475586,-77.20418930053711
dqcnc0gn,dqcnc0,0.39581064198005794,0.35614259074443355,0.0,0.42857142857142855,0.7840127883982886,1.0,39.16050910949707,-77.29551315307617
dqcnfqc3,dqcnfq,0.5209702839782088,0.16062262344859685,0.5,0.5714285714285714,0.8259014366243528,0.0,39.192609786987305,-77.24298477172852
dqcncx6x,dqcncx,0.5548154132136323,0.0,0.75,0.7142857142857143,0.2651358815528385,1.0,39.19638633728027,-77.27422714233398
dqcne1qu,dqcne1,0.48267952094538324,0.0,0.75,0.8571428571428571,0.7275233190882666,0.0,39.118967056274414,-77.20247268676758
dqcn9xvx,dqcn9x,0.45238323532593355,0.1175848449348209,0.0,0.14285714285714285,0.30186940071071333,0.0,39.15518760681152,-77.27010726928711
dqcp1wg8,dqcp1w,0.5129679431823253,0.7019676854006414,0.5,0.42857142857142855,0.8368820649696496,0.25,39.23638343811035,-77.27285385131836
dqcp1gxv,dqcp1g,0.6123038996013631,0.45000967786799484,0.0,0.14285714285714285,0.22048891294824133,0.0,39.21938896179199,-77.25603103637695
dqcn9r0y,dqcn9r,0.4660205647080457,0.4003980993478777,0.0,0.42857142857142855,0.13279715355287758,1.0,39.150896072387695,-77.28761672973633
dqcnenmf,dqcnen,0.3240935919350886,0.13862544095883084,0.25,0.7142857142857143,0.8285225107967702,0.0,39.14608955383301,-77.2038459777832
