P_no_link,P_bonding,P_bridging
0.7422492620529741,0.019694439012224882,0.2380562989348011
0.8061553151074513,0.014575823507675108,0.17926886138487355
0.7717338199237074,0.007973677137531223,0.22029250293876146
0.7605395805664618,0.00779401013602015,0.23166640929751817
0.7548482088817235,0.050945406805454736,0.19420638431282158
0.7738161772517084,0.011917863335328991,0.2142659594129625
0.7689377884822682,0.007756033272918025,0.22330617824481386
0.6879593334780469,0.05069206071782399,0.2613486058041291
0.7152318048638113,0.035380564735168894,0.24938763040101966
0.931516548708229,9.315165487082274e-09,0.0684834419766055
0.7190200367128362,0.0298197203102398,0.25116024297692396
0.7660630939072813,0.02871498869298675,0.2052219173997319
0.756986175347555,0.02517536406580269,0.21783846058664222
0.7329268786245414,0.04312854061727516,0.22394458075818338
0.7330690237713243,0.036867574379108994,0.23006340184956675
0.7615773184531583,0.052326891677380874,0.18609578986946096
0.7709908831425317,0.000592571166373666,0.22841654569109449
0.8124901170702413,0.013575224366746193,0.1739346585630124
0.7829261991529072,0.0018569784400269433,0.215216822407066
0.7254306802868958,0.02220620716201563,0.25236311255108856
0.7240889681385828,0.024042025084391475,0.25186900677702573
0.7368061021695935,0.02336202743861991,0.23983187039178647
0.73214488308253,0.022651372793607426,0.24520374412386262
0.8081887189469329,0.0003177510075037617,0.19149353004556327
0.7576442872598701,0.004912602817975208,0.2374431099221548
0.826783017456675,0.017663759589329735,0.15555322295399532
0.7209577856895822,0.0287872974910965,0.25025491681932116
0.7470252987596477,0.014093495236228219,0.23888120600412405
0.6878580201862483,0.05300656188883029,0.2591354179249213
0.8429862799622025,0.004904938294841156,0.1521087817429562
0.7500022320497972,0.02524066666651044,0.22475710128369247
0.6884068906353807,0.051868492219883315,0.2597246171447361
0.7963229006188268,0.013176259625153522,0.19050083975601942
0.6974696797863078,0.03064976370666996,0.27188055650702225
0.7276409518006502,0.03779833230941244,0.23456071588993732
0.8010012730545878,0.013652721375580918,0.1853460055698312
0.6685236547380764,0.06230440908472829,0.2691719361771952
0.7172650343501672,0.027325354752822,0.25540961089701075
0.8537944412089692,0.0016623228132042899,0.14454323597782653
0.8549062408167569,0.000988976445581595,0.1441047827376615
0.840681402419755,0.0031670120519065145,0.15615158552833866
0.6950088227192153,0.042280125670184965,0.2627110516105998
0.8124667592376654,0.009514661728895623,0.17801857903343885
0.7800418980215631,0.0003470010682668157,0.21961110091017016
0.720194029317685,0.01875462596466712,0.26105134471764785
0.730973041580055,0.03820320461186171,0.23082375380808326
0.6745167432172594,0.061112310721752446,0.2643709460609882
0.857110927532119,0.0017193726729402452,0.14116969979494073
