time_step,dimension,dimension_name,p_self_mean
0,0,vacancy_state,0.026988301211756216
0,1,repair_state,0.026988301211756216
0,2,sales_state,0.026988301211756216
1,0,vacancy_state,0.02519297709242073
1,1,repair_state,0.02519297709242073
1,2,sales_state,0.02519297709242073
2,0,vacancy_state,0.02349685605153889
2,1,repair_state,0.02349685605153889
2,2,sales_state,0.02349685605153889
3,0,vacancy_state,0.021896839838014968
3,1,repair_state,0.021896839838014968
3,2,sales_state,0.021896839838014968
4,0,vacancy_state,0.020389654120492075
4,1,repair_state,0.020389654120492075
4,2,sales_state,0.020389654120492075
5,0,vacancy_state,0.018971882250300838
5,1,repair_state,0.018971882250300838
5,2,sales_state,0.018971882250300838
6,0,vacancy_state,0.017639998465832547
6,1,repair_state,0.017639998465832547
6,2,sales_state,0.017639998465832547
7,0,vacancy_state,0.016390399950629235
7,1,repair_state,0.016390399950629235
7,2,sales_state,0.016390399950629235
8,0,vacancy_state,0.015219437254038076
8,1,repair_state,0.015219437254038076
8,2,sales_state,0.015219437254038076
9,0,vacancy_state,0.014123442682910383
9,1,repair_state,0.014123442682910383
9,2,sales_state,0.014123442682910383
10,0,vacancy_state,0.013098756371263138
10,1,repair_state,0.013098756371263138
10,2,sales_state,0.013098756371263138
11,0,vacancy_state,0.012141749828469392
11,1,repair_state,0.012141749828469392
11,2,sales_state,0.012141749828469392
12,0,vacancy_state,0.0112488468525908
12,1,repair_state,0.0112488468525908
12,2,sales_state,0.0112488468525908
13,0,vacancy_state,0.010416541771913163
13,1,repair_state,0.010416541771913163
13,2,sales_state,0.010416541771913163
14,0,vacancy_state,0.009641415043375954
14,1,repair_state,0.009641415043375954
14,2,sales_state,0.009641415043375954
15,0,vacancy_state,0.00892014629088507
15,1,repair_state,0.00892014629088507
15,2,sales_state,0.00892014629088507
16,0,vacancy_state,0.00824952490954289
16,1,repair_state,0.00824952490954289
16,2,sales_state,0.00824952490954289
17,0,vacancy_state,0.007626458394168744
17,1,repair_state,0.007626458394168744
17,2,sales_state,0.007626458394168744
18,0,vacancy_state,0.007047978573007022
18,1,repair_state,0.007047978573007022
18,2,sales_state,0.007047978573007022
19,0,vacancy_state,0.006511245941343728
19,1,repair_state,0.006511245941343728
19,2,sales_state,0.006511245941343728
20,0,vacancy_state,0.0060135522961096725
20,1,repair_state,0.0060135522961096725
20,2,sales_state,0.0060135522961096725
21,0,vacancy_state,0.005552321872706921
21,1,repair_state,0.005552321872706921
21,2,sales_state,0.005552321872706921
22,0,vacancy_state,0.0051251111804880185
22,1,repair_state,0.0051251111804880185
22,2,sales_state,0.0051251111804880185
