household_id,community,building_value,income,damage_level,population_scaled,age,race,latitude,longitude
dqcp176g,dqcp17,0.4331771014062558,0.49752487470727974,0.0,0.14285714285714285,0.6006085064595748,0.0,39.21767234802246,-77.28487014770508
dqcnc7hq,dqcnc7,0.6192836610382504,0.15623714717474424,0.0,0.7142857142857143,0.6196544829919859,0.0,39.172868728637695,-77.28281021118164
dqcnc29k,dqcnc2,0.5325910448080058,0.3920455915745135,0.25,0.8571428571428571,0.8040386405254892,0.0,39.15879249572754,-77.28693008422852
dqcngqhc,dqcngq,0.28983405159097936,0.513868680320911,0.0,0.42857142857142855,0.17488800864592502,0.0,39.18848991394043,-77.19423294067383
dqcnbbdq,dqcnbb,0.663349633232891,0.3197463487860961,0.0,1.0,0.22383890026500275,0.5,39.159135818481445,-77.30752944946289
dqcncsjm,dqcncs,0.7160036312344825,0.5037121051826626,0.25,0.7142857142857143,0.8720341781480276,1.0,39.17819023132324,-77.27045059204102
dqcnbchm,dqcnbc,0.5421039913462713,0.5022884843738431,1.0,0.7142857142857143,0.7933758221606564,0.5,39.16171073913574,-77.30478286743164
dqcng43b,dqcng4,0.38253862401418104,0.42497113822435073,0.25,1.0,0.8957250482145687,0.0,39.1677188873291,-77.2093391418457
dqcnfpuz,dqcnfp,0.5022223009920774,0.5940245569567777,0.5,0.8571428571428571,0.7755534994694494,0.0,39.19913291931152,-77.24916458129883
dqcp473c,dqcp47,0.958499745214237,0.23935390299319048,0.0,0.42857142857142855,0.45228646525178734,0.0,39.217329025268555,-77.2422981262207
dqchf7jt,dqchf7,0.24292818830944968,0.6220902948320127,0.0,0.14285714285714285,0.14435403106613728,0.5,38.82113456726074,-77.23714828491211
dqcncu6f,dqcncu,0.5346716960284034,0.5983019338009484,0.0,0.2857142857142857,0.8494989216562558,0.0,39.17904853820801,-77.26289749145508
dqcncvkb,dqcncv,0.492943659275892,0.4516138475500601,0.0,0.5714285714285714,0.827316969983315,0.25,39.1841983795166,-77.26015090942383
dqcnfk5z,dqcnfk,0.6391847144700813,0.6032199669430217,0.5,0.14285714285714285,0.4214533354091805,0.0,39.17853355407715,-77.23955154418945
dqcp1rx0,dqcp1r,0.48971613131457736,0.4774503222503707,0.0,0.5714285714285714,0.5738850511949831,0.5,39.24050331115723,-77.27903366088867
dqcp1yv9,dqcp1y,0.5349725963490914,0.9203045453359538,0.0,0.5714285714285714,0.1876428947667929,0.0,39.236555099487305,-77.25912094116211
dqcnctbb,dqcnct,0.3853296056692286,0.12474158472104667,0.75,0.7142857142857143,0.24429023825674293,0.25,39.18694496154785,-77.27663040161133
dqcne6ct,dqcne6,0.5267084318185948,0.49242787829622237,0.0,0.5714285714285714,0.5930733561511365,0.0,39.12737846374512,-77.19869613647461
dqcngjkj,dqcngj,0.31133952947244437,0.2151267052627257,0.0,1.0,0.5566736776936951,0.0,39.18505668640137,-77.20624923706055
dqcner94,dqcner,0.2926960349155947,0.6399208608977491,0.0,0.2857142857142857,0.8787329667818528,0.0,39.15295600891113,-77.19938278198242
dqcnf6cg,dqcnf6,0.5900670139206605,0.0,0.5,0.14285714285714285,0.8203113304555448,1.0,39.17098045349121,-77.2422981262207
dqcncf4c,dqcncf,0.5956688919081424,0.09767650885951448,1.0,1.0,0.619420852225632,0.0,39.16651725769043,-77.26289749145508
dqcnf6cj,dqcnf6,0.5960061047647355,0.2072411705950156,1.0,0.8571428571428571,0.7525415093851062,1.0,39.17132377624512,-77.24332809448242
dqcncfq5,dqcncf,0.6497648666671498,0.2146583345206435,1.0,0.42857142857142855,0.36964284465654035,0.0,39.16823387145996,-77.2584342956543
dqcne4gy,dqcne4,0.5669700244998473,0.0026648370643927535,0.0,0.8571428571428571,0.1954473217878263,0.5,39.12755012512207,-77.20659255981445
dqcng06w,dqcng0,0.5761232225975544,0.26441742721070466,0.0,0.42857142857142855,0.5913669561785302,0.5,39.15776252746582,-77.20830917358398
dqcnf3uz,dqcnf3,0.6106296331441013,0.39472080200960014,0.0,0.7142857142857143,0.17981870167054706,0.25,39.16617393493652,-77.23817825317383
