P_no_link,P_bonding,P_bridging
0.7817770268083954,0.025595134222116026,0.19262783896948849
0.843278763849026,0.011022443147881639,0.14569879300309244
0.8207866927759296,0.0070053225914786625,0.17220798463259168
0.7928706962889596,0.01794934882899973,0.18917995488204065
0.8113570288750788,0.01649619180189595,0.17214677932302538
0.7845098649546188,0.02276046766243827,0.19272966738294278
0.8064596000990971,0.006057591616982152,0.18748280828392067
0.76475633227077,0.03628323795012615,0.19896042977910383
0.7544392531709515,0.055210356176091054,0.1903503906529574
0.9924387393890941,9.924387393890923e-09,0.007561250686518545
0.7716446264974534,0.032019494210028296,0.19633587929251828
0.6942138877750762,0.06161703964240803,0.24416907258251563
0.7984776926778883,0.024950494200023442,0.17657181312208833
0.757868458592982,0.02912798593384512,0.21300355547317293
0.7622221439479725,0.035270877451212976,0.2025069786008144
0.7652708461605282,0.03459752281981183,0.2001316310196599
0.8867790904850364,0.0002350421049776743,0.11298586740998597
0.7918750614551068,0.011007482999926503,0.19711745554496674
0.8670121115991781,0.00125462899386136,0.13173325940696057
0.794642997150912,0.017697663668856126,0.18765933918023195
0.7864545927870997,0.02142256599211345,0.1921228412207867
0.790448277385884,0.01858936184469934,0.19096236076941658
0.8171587685184215,0.011766594293380625,0.17107463718819785
0.8788533904537558,0.0005153070218874383,0.12063130252435669
0.8524925819530206,0.0026860640182970394,0.14482135402868232
0.7669552026110673,0.016794047571558172,0.2162507498173746
0.7697826592591147,0.021311167626656316,0.20890617311422896
0.7540314353559432,0.03387632050883232,0.21209224413522446
0.740391913109257,0.045061793992047204,0.21454629289869576
0.7957169747363905,0.026582091222709915,0.17770093404089968
0.7672773078062174,0.0324530881727019,0.20026960402108074
0.783481633434859,0.026012776469930873,0.19050559009521018
0.7580375367244508,0.033368217126706644,0.2085942461488426
0.8059351549509363,0.014611819753632934,0.17945302529543092
0.7950582991283934,0.02084675778734779,0.18409494308425878
0.7922844867731376,0.015515045266512578,0.19220046796034984
0.9077520510652959,0.020409792517228027,0.07183815641747601
0.8164927724619698,0.01273262701311564,0.17077460052491447
0.8496903919976867,0.004729845285529506,0.1455797627167837
0.8164284308169645,0.004599714662092303,0.17897185452094325
0.8877724564737047,0.018916686356921838,0.09331085716937335
0.7687154661787362,0.03588714055264719,0.19539739326861655
0.7759095120416606,0.029155591433728353,0.19493489652461105
0.8502982608896665,0.0003372940651092886,0.1493644450452243
0.8533779303108443,0.004706276553628846,0.14191579313552694
0.7899006655142106,0.03246545119345154,0.17763388329233787
0.770974953026495,0.029782470875291768,0.19924257609821325
0.9118929110489192,0.010696397990690326,0.07741069096039037
0.8306773352641375,0.0019510100227723634,0.16737165471309012
0.689760775529924,0.07967521385838529,0.2305640106116906
0.8428141323809876,0.0015970012275564006,0.1555888663914562
0.7097317776522453,0.04663733894285701,0.24363088340489766
0.6990778362581617,0.04852180512519935,0.25240035861663895
0.7169011264112907,0.06825653426168773,0.21484233932702157
0.8628200875882376,0.0014791629410881102,0.13570074947067423
