household_id,community,building_value,income,damage_level,population_scaled,age,race
dqcp176g,dqcp17,0.7394801837105152,0.46200246224949276,0.25,0.5714285714285714,0.1615955399700061,0.5
dqcnc7hq,dqcnc7,0.9448297431462929,0.16531863443868433,0.0,0.8571428571428571,0.5059434196946091,0.0
dqcnc29k,dqcnc2,0.5173143787684695,0.5577087542754781,0.5,0.5714285714285714,0.7503912341574452,0.0
dqcngqhc,dqcngq,0.4258743648123897,0.6280804244250253,0.0,0.8571428571428571,0.462511477928886,1.0
dqcnbbdq,dqcnbb,0.470398414269242,0.7510924579980698,0.0,0.7142857142857143,0.5579124615463282,0.25
dqcncsjm,dqcncs,0.2790043047406733,0.7907848344952723,0.75,0.14285714285714285,0.7772391545020768,0.0
dqcnbchm,dqcnbc,0.29728527073418576,0.448300582964573,0.5,0.14285714285714285,0.07703251940951127,0.0
dqcng43b,dqcng4,0.28552561994201703,0.8505772385623032,0.0,0.2857142857142857,0.17602664511833738,1.0
dqcnfpuz,dqcnfp,0.8091431088364135,0.9097944894887579,1.0,1.0,0.22560986199479105,1.0
dqcp473c,dqcp47,0.5396054859936997,0.5400230666122736,0.0,0.8571428571428571,0.2157909220513606,1.0
dqchf7jt,dqchf7,0.5972851821985841,0.24333458831128968,0.0,0.5714285714285714,0.558418107095201,0.0
dqcncu6f,dqcncu,0.5574222667401988,0.8349710747431951,0.25,0.7142857142857143,0.19522304094748694,0.0
dqcncvkb,dqcncv,0.2347765645834436,0.21504012991820487,0.0,0.42857142857142855,0.346781273667927,0.5
dqcnfk5z,dqcnfk,0.615486482200852,0.35439863066472377,0.5,1.0,0.43529476239056997,0.0
dqcp1rx0,dqcp1r,0.4342750233946341,0.9168629015015148,0.0,0.42857142857142855,0.8332060272458772,0.5
dqcp1yv9,dqcp1y,0.7593127384446824,0.6783296116016491,0.0,0.42857142857142855,0.8122181711938509,0.25
dqcnctbb,dqcnct,0.8873898887779523,0.7744832607604013,0.0,0.14285714285714285,0.7446635416943534,0.25
dqcne6ct,dqcne6,0.512826732263935,0.3622776596674434,0.0,0.5714285714285714,0.8146636840013352,0.0
dqcngjkj,dqcngj,0.45579121510666715,0.7455976748630152,0.0,1.0,0.11447341232602778,0.0
dqcner94,dqcner,0.3510136289074373,0.5513927790952989,0.0,0.5714285714285714,0.7968713113442846,1.0
dqcnf6cg,dqcnf6,0.634903287342735,0.5435372313276838,0.0,0.2857142857142857,0.5376513445247872,0.0
dqcncf4c,dqcncf,0.5055543155634227,0.39430538610281113,0.0,0.5714285714285714,0.7148448794350191,0.25
dqcnf6cj,dqcnf6,0.6555370332352846,0.4272798343094963,0.0,0.2857142857142857,0.5324452389053211,0.0
dqcncfq5,dqcncf,0.5637400583772738,0.4660172852460168,0.0,0.8571428571428571,0.813314289102348,0.0
dqcne4gy,dqcne4,0.6257334753360224,0.08773667677501995,1.0,0.7142857142857143,0.7385256937623538,0.5
dqcng06w,dqcng0,0.3229106238580681,0.0648189637941719,0.0,0.8571428571428571,0.5747795739262662,0.0
dqcnf3uz,dqcnf3,0.3599029506919529,0.0,0.25,0.8571428571428571,0.15532829760555242,0.25
dqcnc6tb,dqcnc6,0.34841752144368887,0.0,0.0,0.14285714285714285,0.21488016634110613,1.0
dqcnc7bc,dqcnc7,0.919548288798078,0.16449454335221578,0.0,0.8571428571428571,0.31902657743348484,0.0
dqcp1z6r,dqcp1z,0.8891961874019407,0.19349778305778148,0.0,0.42857142857142855,0.44183578088993636,0.0
dqcncdq7,dqcncd,0.2514514102771319,0.33636609492736247,0.5,0.5714285714285714,0.430020743963637,0.0
dqcp1ys8,dqcp1y,0.8315877105840428,0.7282394295644983,0.0,0.2857142857142857,0.8389720780337028,0.25
dqcp4kgx,dqcp4k,0.36687574981090254,0.16851152312029338,0.0,0.42857142857142855,0.8217180265319985,0.25
dqcnc78q,dqcnc7,0.947127263362394,0.1915638039053551,0.0,0.42857142857142855,0.36410454494422595,0.0
dqcnf794,dqcnf7,0.5284768280303912,0.0,0.0,1.0,0.48608910281178525,0.0
dqcncwc5,dqcncw,0.46843155924595,0.0,0.0,1.0,0.7526209006608023,0.0
dqcnc0y3,dqcnc0,0.5054034339755228,0.06359277570908291,0.0,1.0,0.32267329077178775,0.0
dqcp1rzr,dqcp1r,0.50009724524032,0.8507248389152109,1.0,0.8571428571428571,0.8544086712086615,0.0
dqcncf6c,dqcncf,0.4898312212835677,0.39820176181039957,0.0,1.0,0.7955627801357392,0.0
dqcnfffs,dqcnff,0.49581962875740987,0.019213441906137316,0.0,0.7142857142857143,0.7214111257038187,0.0
dqcng4te,dqcng4,0.30132910290192694,0.9372861209983708,0.0,1.0,0.20492058453932468,1.0
dqcnc0gn,dqcnc0,0.45664110132581126,0.12123721013636025,0.0,1.0,0.36096937897224135,0.0
dqcnfqc3,dqcnfq,0.2755527617401905,0.14814814538193022,1.0,0.42857142857142855,0.24066297490724128,1.0
dqcncx6x,dqcncx,0.2566488303903246,0.09844343000018509,0.0,1.0,0.7001485057630221,0.0
dqcne1qu,dqcne1,0.6216789627143113,0.49195543653639795,0.0,0.42857142857142855,0.31496184681057815,0.0
dqcn9xvx,dqcn9x,0.45677524824376303,0.0,0.0,0.7142857142857143,0.8201441194483096,0.0
dqcp1wg8,dqcp1w,0.4961863035832927,0.031125400853012696,0.5,0.8571428571428571,0.6210359192548207,1.0
dqcp1gxv,dqcp1g,0.6315619960914698,0.0003061634196457211,0.5,0.42857142857142855,0.6086646475380804,0.0
dqcn9r0y,dqcn9r,0.5186075527070165,0.0,0.75,0.14285714285714285,0.23831202144677252,0.0
dqcnenmf,dqcnen,0.48558359619063135,0.0,0.0,0.7142857142857143,0.5266943236531236,0.5
