household_id,community,building_value,income,damage_level,population_scaled,age,race
dqcp176g,dqcp17,0.47253109965106865,0.07675874443845802,0.5,0.2857142857142857,0.8276731337038149,0.0
dqcnc7hq,dqcnc7,0.5386526406216504,0.7602790953643507,0.0,1.0,0.44500987892835886,0.0
dqcnc29k,dqcnc2,0.6011117298520692,0.5716648345285227,1.0,0.5714285714285714,0.38190645075912244,1.0
dqcngqhc,dqcngq,0.6595320535334038,0.33835917562894496,0.5,1.0,0.8222310208612069,0.5
dqcnbbdq,dqcnbb,0.5300629323486575,0.6313764275415935,0.5,0.42857142857142855,0.43744721456799185,0.0
dqcncsjm,dqcncs,0.7081867240498316,0.6635924144766892,0.75,0.14285714285714285,0.2880965110264486,0.0
dqcnbchm,dqcnbc,0.49623177503363997,0.5966828602770387,0.0,1.0,0.6431270377971071,1.0
dqcng43b,dqcng4,0.6578449695428159,0.4195332981264977,0.0,1.0,0.6089434784896589,0.0
dqcnfpuz,dqcnfp,0.5392464566413039,0.5692732190637709,0.0,0.14285714285714285,0.5447362257409702,0.0
dqcp473c,dqcp47,0.5779221216680089,0.7829554376384179,1.0,0.8571428571428571,0.406502961507233,1.0
dqchf7jt,dqchf7,0.5511809903799747,0.385245865888835,0.0,0.42857142857142855,0.16781825550270404,0.0
dqcncu6f,dqcncu,0.37405845879095323,0.3343267495141798,0.0,0.2857142857142857,0.5050106081495299,0.5
dqcncvkb,dqcncv,0.6057632487413225,0.7842770699860139,0.0,0.5714285714285714,0.288025913691189,0.0
dqcnfk5z,dqcnfk,0.48411918547252636,0.2916173073716276,0.75,0.5714285714285714,0.8469061837602053,0.0
dqcp1rx0,dqcp1r,0.6076201513825241,0.7455318211365899,0.5,0.42857142857142855,0.5229416878963401,0.0
dqcp1yv9,dqcp1y,0.791116839214769,0.7694821792739484,0.5,0.8571428571428571,0.7622106437886559,0.0
dqcnctbb,dqcnct,0.4555757235530739,0.6019888341258595,0.0,0.8571428571428571,0.5893801205404554,0.0
dqcne6ct,dqcne6,0.42144424355331356,0.6409880890595863,0.75,1.0,0.19330559102346886,0.0
dqcngjkj,dqcngj,0.5262376649456018,0.4772750553389302,0.75,0.8571428571428571,0.8140433290353059,1.0
dqcner94,dqcner,0.42294521381386946,0.3754078317387303,0.5,0.5714285714285714,0.36605729817808785,0.0
dqcnf6cg,dqcnf6,0.599254241078783,0.17928754638054176,0.0,0.2857142857142857,0.22971512591164836,0.25
dqcncf4c,dqcncf,0.32849772742142996,0.06808742801502542,0.75,0.5714285714285714,0.5345726411086668,1.0
dqcnf6cj,dqcnf6,0.513702595703863,0.0,1.0,0.14285714285714285,0.09679853072089135,0.25
dqcncfq5,dqcncf,0.3986224018112958,0.0,1.0,0.14285714285714285,0.5217690456218268,1.0
dqcne4gy,dqcne4,0.44102467785144933,0.23155963866462098,0.0,1.0,0.4217456078708636,0.0
dqcng06w,dqcng0,0.3896409421304206,0.0,0.0,0.42857142857142855,0.1695639994839526,0.0
dqcnf3uz,dqcnf3,0.4808203133522291,0.0062397231891327745,0.5,0.8571428571428571,0.5740199934933314,0.0
dqcnc6tb,dqcnc6,0.6544415729243495,0.23683732867950893,0.0,0.5714285714285714,0.4592272111045418,0.0
dqcnc7bc,dqcnc7,0.5663006051203864,0.8030212445868253,0.0,0.42857142857142855,0.4679171954383673,0.0
dqcp1z6r,dqcp1z,0.7680304276913341,0.08214140955500036,0.0,0.7142857142857143,0.2814183945936534,0.5
dqcncdq7,dqcncd,0.5334919914188385,0.6121291546793396,1.0,0.8571428571428571,0.8199188279407127,0.0
dqcp1ys8,dqcp1y,0.8307959766161327,0.7133491461847526,0.25,0.5714285714285714,0.7856707107459097,0.0
dqcp4kgx,dqcp4k,0.3747747383379748,0.37368831981663875,0.0,0.7142857142857143,0.20030840018352522,0.5
dqcnc78q,dqcnc7,0.4804453771862282,0.7155288273326709,0.0,0.8571428571428571,0.35126066081470064,0.0
dqcnf794,dqcnf7,0.28183981985691975,0.012936198576436289,0.0,0.7142857142857143,0.42556101774445965,0.25
dqcncwc5,dqcncw,0.9223573199179148,0.27110808982916973,0.5,1.0,0.8497990887947051,0.5
dqcnc0y3,dqcnc0,0.614742496192043,0.22498779236707692,0.0,1.0,0.5267886429795169,0.25
dqcp1rzr,dqcp1r,0.5742421797996694,0.7962044631160562,0.0,0.42857142857142855,0.47522396263319394,0.0
dqcncf6c,dqcncf,0.35272017810337913,0.05913930586073836,0.75,0.7142857142857143,0.5313543124137582,1.0
dqcnfffs,dqcnff,0.16504879534559697,0.7654396332966116,0.0,1.0,0.5016751350758034,0.0
dqcng4te,dqcng4,0.6329254334390796,0.17095983314988825,0.0,1.0,0.5702203306301744,0.0
dqcnc0gn,dqcnc0,0.6030669364474549,0.2436020431186748,0.0,1.0,0.4984918708683404,0.0
dqcnfqc3,dqcnfq,0.37762523153454336,0.018442335792866592,0.75,1.0,0.8212559561552504,0.0
dqcncx6x,dqcncx,0.23762788362229542,0.0,1.0,1.0,0.8525145181625219,1.0
dqcne1qu,dqcne1,0.13276209580688073,0.1743136492163265,0.0,0.14285714285714285,0.7735228305065951,0.25
dqcn9xvx,dqcn9x,0.6247200632897814,0.0,0.0,0.5714285714285714,0.35700402237237094,0.0
dqcp1wg8,dqcp1w,0.6497995988106708,0.3286848706554787,0.0,0.5714285714285714,0.7523274042009559,0.25
dqcp1gxv,dqcp1g,0.45838616298573853,0.26246411205642156,0.0,0.2857142857142857,0.06107041857257681,0.0
dqcn9r0y,dqcn9r,0.9085995742470627,0.4000566307197552,0.0,0.5714285714285714,0.8713851444284182,0.0
dqcnenmf,dqcnen,0.5340579300359463,0.0,0.5,0.42857142857142855,0.30581216170999004,1.0
