household_id,community,building_value,income,damage_level,population_scaled,age,race
dqcp176g,dqcp17,0.669032522269662,0.3434513023604033,0.75,0.8571428571428571,0.8218680376722046,0.0
dqcnc7hq,dqcnc7,0.7606708325453944,0.6031406416546145,1.0,0.7142857142857143,0.7020284257262097,0.0
dqcnc29k,dqcnc2,0.29779168884490925,0.9864626738473569,0.5,0.42857142857142855,0.8112731978337404,0.0
dqcngqhc,dqcngq,0.38176844993125275,0.6030646554396616,0.0,0.5714285714285714,0.18146851759349192,0.0
dqcnbbdq,dqcnbb,0.4939712111509793,0.8004547656111525,0.0,0.42857142857142855,0.9185851140052381,0.25
dqcncsjm,dqcncs,0.6535010719823865,0.7450204305403467,0.0,0.2857142857142857,0.23812035169452497,0.0
dqcnbchm,dqcnbc,0.48787318472151364,0.35209317863555434,0.0,0.7142857142857143,0.11830010691834318,0.5
dqcng43b,dqcng4,0.6313244173087159,0.5005525583857027,0.0,0.7142857142857143,0.7876662346866441,0.25
dqcnfpuz,dqcnfp,0.7973452425876765,0.05508592944275301,0.0,0.2857142857142857,0.27527003678585965,0.5
dqcp473c,dqcp47,0.3912115576136342,0.37521351547383225,0.0,0.7142857142857143,0.48329230654320804,0.0
dqchf7jt,dqchf7,0.4570507200913575,0.7974719162370679,0.0,0.2857142857142857,0.38479904929541026,1.0
dqcncu6f,dqcncu,0.3778012984875329,0.25644500145380583,0.0,0.14285714285714285,0.7683923208051424,1.0
dqcncvkb,dqcncv,0.6957581343969399,0.32830825510774986,0.25,1.0,0.5316798822386681,1.0
dqcnfk5z,dqcnfk,0.3369552427807139,0.4776422042942301,0.0,0.8571428571428571,0.8304308269373625,0.0
dqcp1rx0,dqcp1r,0.372709075846444,0.530614623528534,0.0,0.14285714285714285,0.4326170729841057,0.0
dqcp1yv9,dqcp1y,0.4572841572428935,0.609289708451829,0.5,0.42857142857142855,0.15460865009614272,1.0
dqcnctbb,dqcnct,0.4149011936068038,0.6957287181348647,0.5,0.2857142857142857,0.7780678912060919,0.0
dqcne6ct,dqcne6,0.6100793675222813,0.381966569818449,0.0,0.42857142857142855,0.8285225428404466,0.0
dqcngjkj,dqcngj,0.5199349217773501,0.22171215346451917,0.25,0.42857142857142855,0.7693224224260616,0.0
dqcner94,dqcner,0.3905618131064917,1.0,0.0,0.7142857142857143,0.43578172842976054,0.0
dqcnf6cg,dqcnf6,0.6573891191995611,0.619673902505194,0.75,0.14285714285714285,0.5068147931108863,0.0
dqcncf4c,dqcncf,0.550530159528767,0.0,0.0,1.0,0.1569215468383851,0.0
dqcnf6cj,dqcnf6,0.5517897904986083,0.6807707759869752,0.25,0.5714285714285714,0.3092877168942832,0.0
