P_no_link,P_bonding,P_bridging
0.7759182673749945,0.01065603564042826,0.21342569698457728
0.7345979002292456,0.004802448343750443,0.26059965142700386
0.7159823622522334,0.0038136337926029016,0.28020400395516365
0.6970762755042288,0.008952566496619276,0.29397115799915197
0.6831247683281338,0.027109754969276482,0.28976547670258973
0.719907829467252,0.006221566810033087,0.2738706037227149
0.7118698093504222,0.0036946953066215316,0.28443549534295626
0.6946168270614897,0.031102853141211917,0.27428031979729833
0.6824448897667073,0.04092695973848603,0.27662815049480677
0.7601432169473709,7.601432169473695e-09,0.23985677545119705
0.6734101632646935,0.030361400185858235,0.29622843654944825
0.6894481070911784,0.021243140528741305,0.28930875238008036
0.7110415061501184,0.013418802004272307,0.27553969184560934
0.7108304640571637,0.020681041359964403,0.26848849458287183
0.6980600363014005,0.02313276271206648,0.27880720098653305
0.6701012256469733,0.03592694086797384,0.2939718334850529
0.7510849155590551,4.031293626751756e-05,0.24887477150467738
0.7603909067714476,0.0005941426392686651,0.23901495058928374
0.6955019524583875,0.0020958872602819317,0.3024021602813305
0.7009479900651799,0.010907211492235643,0.28814479844258434
0.7186921214934596,0.01225595588997368,0.2690519226165667
0.6780020927028922,0.01836169865376569,0.3036362086433421
0.7245665191805026,0.010328300031766035,0.2651051807877313
0.710561040538026,0.0004677175299760597,0.2889712419319979
0.7130143084693658,0.0026280377579906136,0.2843576537726437
0.7901991928182668,0.0019093888685939382,0.2078914183131392
0.7051727509842713,0.014456646459096747,0.28037060255663177
0.7374820135172939,0.006446678732353057,0.256071307750353
0.7195461428437065,0.015923964085519698,0.26452989307077374
0.7333707437558092,0.002834704903431419,0.2637945513407593
0.7269738505109599,0.021071005714749944,0.25195514377429007
0.6857410479597534,0.02250619250947709,0.2917527595307695
0.7274494455960241,0.010597407514885996,0.2619531468890898
0.8067734073662988,0.0021143877264887027,0.19111220490721242
0.6784242690944307,0.03817265268197317,0.28340307822359617
0.71509159781556,0.008094244804212154,0.27681415738022785
0.6832133986165763,0.03950852910799222,0.2772780722754315
0.8277890199786581,0.0015371200962631395,0.17067385992507889
0.704481902877936,0.007266221893431767,0.2882518752286322
0.7329711969562097,0.0006975462014366662,0.26633125684235365
0.7099378554995448,0.009722383937115761,0.2803397605633395
0.7406730464532448,0.032107330290798534,0.2272196232559566
0.7514006360962876,0.004575954448186362,0.24402340945552609
0.7566195258711332,0.00013569646026235325,0.24324477766860442
0.7127809463204238,0.007083336739249421,0.28013571694032674
0.7240536595855817,0.006746789372762062,0.26919955104165616
0.7355799235735995,0.00686816291129487,0.2575519135151056
0.7274285386211036,0.00483363876458959,0.2677378226143068
0.7188230753637552,0.0011135153170777985,0.280063409319167
0.7232019695372528,0.023773924926769007,0.25302410553597826
0.7355127491799236,0.001993227673475623,0.26249402314660086
0.6985621236238594,0.03932368644457441,0.26211418993156627
0.6898478035070061,0.04541157694663854,0.26474061954635536
0.6689826811302267,0.05573969157170708,0.2752776272980662
0.7709741015370785,0.0030076531593325405,0.22601824530358894
0.71262291479086,0.03131741863242535,0.2560596665767146
0.7612582181400943,0.010254692890513954,0.22848708896939188
0.809506200981603,8.095062009816045e-09,0.19049379092333504
0.7176511352715572,0.023029199189938006,0.2593196655385047
0.6876058132416487,0.04720105286536755,0.2651931338929837
0.741597551775183,0.022111842120120944,0.2362906061046959
0.7392447313330691,0.004736514104117467,0.25601875456281337
0.709399531338117,0.011090081269706396,0.27951038739217665
0.6990556350582435,0.04106026662196291,0.2598840983197936
0.7723023259378603,0.0005493606390939583,0.2271483134230457
0.7599876329024084,0.0017273650060776967,0.2382850020915139
0.7439274793371193,0.004339430651415335,0.25173309001146527
0.75706983275782,0.009569416763184627,0.23336075047899543
0.7242200842398422,0.01704520427700564,0.2587347114831522
0.738771117827469,0.012539404244294883,0.248689477928236
0.7324356290746143,0.012727656228240519,0.2548367146971453
0.7494478231483729,0.0014186533287968064,0.24913352352283039
0.7379316934983996,0.00338831957377466,0.2586799869278257
0.8441816148434675,0.0013436634182088856,0.15447472173832355
0.7433069989857305,0.012800115472410369,0.2438928855418592
0.6768808287692446,0.0633858033448906,0.25973336788586476
0.7532558692523914,0.0013115877026330081,0.24543254304497567
0.7703788147058686,0.0026350783810234787,0.22698610691310805
0.7340599539299968,0.012836321088262726,0.2531037249817405
0.7377586445731293,0.007021443807799044,0.25521991161907165
0.668827513632917,0.0660612977826224,0.2651111885844606
0.8236883053722581,0.002257068371252,0.17405462625648976
0.7390270542247162,0.012108377903081282,0.24886456787220262
0.7180041277625304,0.015005326378644905,0.2669905458588247
0.7609078607713053,0.004922196926915129,0.23416994230177957
0.8356047861743607,0.00212944935742387,0.1622657644682154
0.7373924755763045,0.005181905866867883,0.25742561855682766
0.7861024353923868,0.0007854777279559789,0.21311208687965724
0.7163619669019234,0.013231711545901947,0.27040632155217464
0.819890959410985,0.006520322921434812,0.17358871766758005
0.7673300960307764,0.0038393090923815386,0.22883059487684193
0.7866325898688021,0.0009381358528303578,0.21242927427836758
0.710132757866091,0.021726832000631347,0.26814041013327755
0.7846902444852961,0.0004374263830870109,0.21487232913161694
0.7931313542798759,0.0009309345631624613,0.2059377111569615
0.7309847161759313,0.01065177202522576,0.2583635117988429
0.7325870698273503,0.0031774907269049267,0.2642354394457446
0.7129095365923608,0.002444981398012041,0.28464548200962714
0.710875092169001,0.015107692333424148,0.2740172154975748
0.6893212391414754,0.024874441017929134,0.2858043198405955
0.6820058479983979,0.02613825659048693,0.2918558954111152
0.7092291406604688,0.005195639930634687,0.28557521940889646
0.7129432881978531,0.012336300928438636,0.2747204108737082
0.7492224017135835,0.003092186864490073,0.24768541142192638
0.76562741295938,7.656274129593894e-09,0.23437257938434602
0.6989299553452256,0.019599352649280262,0.281470692005494
0.7096570253528329,0.01349767407856711,0.2768453005686
0.7266148424037205,0.010063821735573384,0.26332133586070594
0.6852423547351422,0.004221762662320104,0.3105358826025378
0.7092280832807383,0.0023901580270463945,0.2883817586922153
0.7067950735227112,0.01578888115653994,0.27741604532074887
0.7206844672838144,0.002618613247617945,0.2766969194685675
0.6970123604544964,0.005962976574567556,0.29702466297093605
0.7210187505063073,0.003426766895627016,0.2755544825980658
0.6929988892620174,0.016307074081796068,0.2906940366561865
0.6936001109265224,0.02710561489832331,0.2792942741751543
0.7182909361025793,0.009716479062228644,0.271992584835192
0.6960638527972788,0.023265261301213647,0.28067088590150746
0.7237370997866266,0.0029636161841123496,0.273299284029261
0.7129107901852488,0.005705421751020854,0.2813837880637304
0.7818484824071813,0.009421917321651922,0.2087296002711668
0.6673238526775237,0.03823419704407947,0.2944419502783968
0.7021512540988102,0.017354150916645047,0.2804945949845447
0.6932734483557632,0.0028201711624487626,0.30390638048178803
0.6961491111254536,0.02270575110899242,0.28114513776555394
0.7314601087947781,0.002710853064291527,0.2658290381409303
0.741570518387979,0.0009312703301514228,0.2574982112818695
0.6983623367318124,0.02299928151862614,0.27863838174956157
0.7523257145850787,0.020161530657962477,0.2275127547569589
0.6939019998254438,0.020507424365474976,0.2855905758090813
0.6739898912150541,0.030188597781798457,0.2958215110031476
0.7311780448806086,0.0017106234659810028,0.2671113316534105
0.750829123553063,0.028205646782671328,0.22096522966426577
0.7130234766686779,0.007434742420771611,0.2795417809105503
0.7254331733511306,0.0030498622812066374,0.2715169643676629
0.6819016613834583,0.027378454564832896,0.2907198840517088
0.7998657182516801,0.006290694921202045,0.19384358682711783
0.6948330010197153,0.021329627934091985,0.2838373710461926
0.7220568190451232,0.004563489874436525,0.2733796910804402
