"Record Number","Address","Description","Status","Related Records","Submittal Type",
"ROF2023-07576","19129 GRENELEFE CT, NORTH FORT MYERS FL 33903","19129 Grenelefe Court 27-IRe Roof","Closed-Withdrawn","0","ePlan",
"ROF2023-07646","18042 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07645","18038 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07644","18036 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07643","18034 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07642","18030 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07641","18028 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07640","18026 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07639","18024 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07638","7745 HART DR, NORTH FORT MYERS FL 33917","Re-roof of SFR. Remove existing Mod-bit roofing material down to a smooth workable surface. Replace decking with CDX 1/2 plywood. Install new Modified Bitumen roof system.","Closed-CC Issued","0","ePlan",
"ROF2023-07637","18022 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07636","8444 BUENA VISTA RD, FORT MYERS FL 33967","shingle reroof","Closed-CC Issued","0","ePlan",
"ROF2023-07635","18020 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07634","18018 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07633","18016 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ELE2023-01338","906 SAN CARLOS DR, FORT MYERS BEACH FL 33931","ELECTRIC TO POWER DOCK","Closed-CC Issued","0","ePlan",
"ROF2023-07632","18014 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07631","18012 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07630","18010 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof Due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07629","18008 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07628","18006 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07627","18004 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof Due to hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07626","18002 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"ROF2023-07625","18000 SAN CARLOS BLVD, FORT MYERS BEACH FL 33931","Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider – Sands Engineering, LLC*","Closed-CC Issued","0","ePlan",
"MRV2023-00132","367 QUINTO LANE, FORT MYERS FL 33908","remodel due to hurricane Ian damage.  drywall, kitchen/bath cabinets, flooring","Closed-Withdrawn","0","ePlan",
"ROF2023-07624","12491 VITTORIA WAY, FORT MYERS FL 33912","tear of existing tile and install new tile","Permit Expired","0","ePlan",
"ROF2023-07623","3715 19TH ST SW, LEHIGH ACRES FL 33976","Remove and install Shingle Roof","Closed-CC Issued","0","ePlan",
"ROF2023-07622","3180 SIXTH AVE, SAINT JAMES CITY FL 33956","Tear off current roof and install new metal roof. *Inspections Done By Private Provider – eAtlantic Engineering*","Closed-CC Issued","0","ePlan",
"FNC2023-00556","4603 CONNIE AVE S, LEHIGH ACRES FL 33976","294' of 6' CL w/ two 60"" gate openings","Closed-CC Issued","0","ePlan",
"ROF2023-07621","1006 CHAPEL AVE, LEHIGH ACRES FL 33971","Removal and replacement of existing shingles","Permit Expired","0","ePlan",
"OCC2023-00126","18070 S TAMIAMI TRL, 11-12, FORT MYERS FL 33908","Light /Wellbeing Therapist.  By appointment.","Closed-Cert of Use Issued","0",,
"ROF2023-07620","5466 ELEVENTH AVE, FORT MYERS FL 33907","reroof","Closed-CC Issued","0","ePlan",
"FNC2023-00555","309 MORGAN CIR N, LEHIGH ACRES FL 33936","96' of 6' solid PVC privacy w/ no gates. 27' of 4' CL w/ no gates.","Closed-CC Issued","0","ePlan",
"RES2023-03273","17661 PEPPARD DR, FORT MYERS BEACH FL 33931","Replace wallboard, flooring, and other items destroyed by Hurrican Ian.","Closed-CC Issued","0","ePlan",
