Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date
Demo of Unit 166,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 164,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
"282' of 4' CL w/ two 60"" gate openings",Closed-CC Issued,0,ePlan,,,,2023-05-01
Demo of Unit 161,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 157,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 155,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Replace 27 windows and 9 mullions to impact.,Closed-CC Issued,1,ePlan,,-81.909717458966,26.639923900208,2023-05-01
Demo of Unit 140,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 134,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 131,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 125,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 120,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 118,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 116,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
take off old shingles and install new shingles,Closed-Withdrawn,1,ePlan,,-81.797718806339,26.462062814725,2023-05-01
Demo of Unit 115,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 108,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 93,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 87,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 86,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 82,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 80,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 78,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 77,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 73,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 70,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Furnish and install 6ft chainlink fence,Closed-CC Issued,0,ePlan,,-81.885177163401,26.706859413078,2023-05-01
Demo of Unit 68,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 67,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
re roof with dimensional shingle,Permit Expired,0,ePlan,,-81.881653326788,26.679266168595,2023-05-01
Demo of Unit 65,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 64,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 63,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
remove old shingles and install new shingles,Closed-CC Issued,0,ePlan,,-81.821461452132,26.492223402506,2023-05-01
Demo of Unit 60,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 58,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 49,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 46,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 43,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 40,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
Demo of Unit 39,Closed-Voided,0,ePlan,,-81.977914136593,26.504180418358,2023-05-01
"Replace the only two upstairs windows( Like for like), (size for size) with impact. Due to hurricane Ian damage",Closed-CC Issued,0,ePlan,,-81.857965665552,26.499025474463,2023-05-01
REINSTALLATION OF 177 LF OF WOOD FENCE,Waiting on Applicant,0,ePlan,,-81.879172382422,26.683891010894,2023-05-01
Interior Remodel including Roof and AC,Closed-CC Issued,0,ePlan,,-81.832786262605,26.700120822136,2023-05-01
Windmill Village - Owner Builder - 402 Endoven Street	Scott Cleveland	754-366-8722,Waiting on Applicant,0,ePlan,,-81.90561141614,26.700012359363,2023-05-01
Addition of exterior door in garage.,Closed-CC Issued,0,ePlan,,-81.632289197466,26.635740082716,2023-05-01
