Description,Status,Related Records,Submittal Type,Unnamed: 6,lon,lat,record_date
19129 Grenelefe Court 27-IRe Roof,Closed-Withdrawn,0,ePlan,,-81.935864824395,26.741654112449,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951308863698,26.478045064147,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951310893865,26.478125110814,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951311908948,26.478165134148,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951312924031,26.478205157481,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951314954198,26.478285204149,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951315799403,26.478326529762,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951315799402,26.478366563408,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951315799401,26.478406597054,2023-02-01
Re-roof of SFR. Remove existing Mod-bit roofing material down to a smooth workable surface. Replace decking with CDX 1/2 plywood. Install new Modified Bitumen roof system.,Closed-CC Issued,0,ePlan,,-81.865825044034,26.704306418152,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951315799399,26.4784466307,2023-02-01
shingle reroof,Closed-CC Issued,0,ePlan,,-81.808731788552,26.485737895249,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951315799398,26.478486664347,2023-02-01
"Repair / Replacement of Roof due to hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951314453241,26.478530078053,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.95131178907,26.478570040611,2023-02-01
ELECTRIC TO POWER DOCK,Closed-CC Issued,0,ePlan,,-81.955749431529,26.466300655221,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951309124898,26.478610003169,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951306460727,26.478649965727,2023-02-01
"Repair / Replacement of Roof Due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951303796555,26.478689928284,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951301132384,26.478729890842,2023-02-01
"Repair / Replacement of Roof due to hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951298468212,26.4787698534,2023-02-01
"Repair / Replacement of Roof Due to hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.9512921395,26.47881497935,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951285218012,26.478854530705,2023-02-01
"Repair / Replacement of Roof due to Hurricane Ian *Inspections Done By Private Provider â Sands Engineering, LLC*",Closed-CC Issued,0,ePlan,,-81.951278296524,26.478894082059,2023-02-01
"remodel due to hurricane Ian damage.  drywall, kitchen/bath cabinets, flooring",Closed-Withdrawn,0,ePlan,,,,2023-02-01
tear of existing tile and install new tile,Permit Expired,0,ePlan,,-81.802758362437,26.566416140696,2023-02-01
Remove and install Shingle Roof,Closed-CC Issued,0,ePlan,,-81.693234131002,26.594955576891,2023-02-01
Tear off current roof and install new metal roof. *Inspections Done By Private Provider â eAtlantic Engineering*,Closed-CC Issued,0,ePlan,,,,2023-02-01
"294' of 6' CL w/ two 60"" gate openings",Closed-CC Issued,0,ePlan,,-81.664181125666,26.571417346178,2023-02-01
Removal and replacement of existing shingles,Permit Expired,0,ePlan,,-81.732024048681,26.628883763308,2023-02-01
Light /Wellbeing Therapist.  By appointment.,Closed-Cert of Use Issued,0,,,-81.837681309207,26.476562669109,2023-02-01
reroof,Closed-CC Issued,0,ePlan,,-81.882530515928,26.573731147752,2023-02-01
96' of 6' solid PVC privacy w/ no gates. 27' of 4' CL w/ no gates.,Closed-CC Issued,0,ePlan,,-81.64752620185,26.589303915984,2023-02-01
"Replace wallboard, flooring, and other items destroyed by Hurrican Ian.",Closed-CC Issued,0,ePlan,,-81.938859931578,26.483686688059,2023-02-01
Shingle Re-roof *Inspections Done By Private Provider â eAtlantic Engineering*,Closed-CC Issued,0,ePlan,,-81.885674788418,26.572490003103,2023-02-01
driveway was battered and pitted due to hurricaine ian.  need to resurface for safety,Closed-Withdrawn,0,ePlan,,-81.977019502781,26.50159471993,2023-02-01
"Replace boxes and wiring by new ones, install new devices and new breakers in the existing panel.",Closed-Voided,0,ePlan,,-82.070110341984,26.626570853431,2023-02-01
Roof reshingled without permit after hurricane,Permit Expired,0,ePlan,,-81.891340153412,26.666359423242,2023-02-01
RE ROOF SHINGLE TO SHINGLE ON 3400 SQ FT. RE ROOF ON 700 SQ FT OF FLAT ROOF WITH CERTAINTEED FINLASTIC FL2533-R24,Closed-CC Issued,0,ePlan,,-81.909717458966,26.639923900208,2023-02-01
RE-ROOF: SHINGLE OFF TO SHINGLE ON100% REPLACEMENTHURRICANE DAMAGE REPAIR,Closed-CC Issued,0,ePlan,,-81.840479242384,26.589240849778,2023-02-01
6ft privacy fence with self locking/latching gates.,Closed-CC Issued,0,ePlan,,-81.849064778858,26.554754677156,2023-02-01
Re Roof Shingle,Closed-CC Issued,0,ePlan,,-82.118281175187,26.627622881902,2023-02-01
Demo,Closed-CC Issued,0,ePlan,,,,2023-02-01
Remove existing tile roof and replace with concrete roof tile,Closed-CC Issued,0,ePlan,,,,2023-02-01
Reroof-remove and replace fiberglass shingles including flat roof,Closed-CC Issued,0,ePlan,,-82.116438252146,26.617098456362,2023-02-01
Single driveway for residential new construction.,Payment Required,0,ePlan,,-81.711224350953,26.588633128618,2023-02-01
4898 AC Replacement,Closed-CC Issued,0,ePlan,,-81.740233144845,26.598278593212,2023-02-01
HURRICANE DAMAGE: TEAR OFF EXISTING ROOF AND INSTALL PEEL AND STICK AND NEW SHINGLE ROOF.ACTUAL LOCATION FOR JOB IS STIRLEY RD LOT 17 IN SWAN LAKE MOBILE HOME PARK,Closed-CC Issued,0,ePlan,,-81.885780514716,26.698154026424,2023-02-01
"Convert garage to Family Room, convert lanai to dining room, install windows and sliding glass door",Closed-Voided,0,ePlan,,-81.708683500147,26.549029474073,2023-02-01
Re-Roof due to Hurricane Ian,Closed-CC Issued,0,ePlan,,-81.900456851932,26.549901860905,2023-02-01
Re-Roof due ti Hurricane Ian,Closed-CC Issued,0,ePlan,,-81.953296798925,26.51740160428,2023-02-01
"Re-roof, tear-off - Metal",Closed-CC Issued,0,ePlan,,-81.88792737149,26.698126068313,2023-02-01
Remove existing tile roof and install new tile roof system.,Closed-CC Issued,0,ePlan,,-81.88448119262,26.53697372257,2023-02-01
Metal Reroof,Closed-CC Issued,0,ePlan,,,,2023-02-01
Reroof House,Closed-CC Issued,0,ePlan,,-81.901295962408,26.528776918579,2023-02-01
SIDING AND SOFFIT REPLACEMENT,Permit Expired,0,ePlan,,,,2023-02-01
SOLAR PHOTOVOLTAIC SYSTEM,Closed-CC Issued,0,ePlan,,-81.908555149061,26.664273832759,2023-02-01
single family home,Closed-CO Issued,2,ePlan,,,,2023-02-01
"R&R Sheathing-OSB-1/2""; R&R Soffit-box framing-2"" overhang;  R&R Fascia-fiber cement-6""; Prime and Paint exterior fascia-wood, 4""-6"" wide; R&R Gutter/downspout-aluminum-6""; R&R Window screen, 10-16 SF; R&R Soffit-vinyl; R&R Drip edge/gutter apron;  R&R Continuous ridge vent-aluminum; Remove Laminated-comp shingle sfg.- with felt; Laminated-comp.shingle rfg.- with felt; Laminated - comp, shingle rfg.- with felt; Sheathing- plywood- 1/2"" CDX",Permit Expired,0,ePlan,,-81.900670486494,26.545435358953,2023-02-01
Remove existing tile roof and install new tile roof system.,Closed-CC Issued,0,ePlan,,-81.883665153664,26.545064319363,2023-02-01
"2"" x 4"" x 20' #2 $ better Fir/Larch; 2"" x 4"" x 92 5/8"" pre-cut stud (for 8' wall,mat only; 2"" x 4"" x 8' #2 & Better Fir/Larch (material only); 2"" x 4"" x 116 5/8"" precut stud (for 10' wall, mat only); 2"" x 4"" x 104 5/8"" precut stud (for 9' wall, mat only);  R&R Sheathing-OSB-1/2""; R&R Truss-6/12 slope; R&R Sheathing-OSB-1/2""; R&R Soffit-box framing-2"" overhang; R&R Framing/truss hurricane strap; R&R Fascia-fiber cement-6""; Prime and Paint exterior fascia-wood, 4""-6"" wide; R&R Gutter/downspout-aluminum-6""; R&R Window screen, 10-16 SF; R&R Soffit-vinyl; R&R Drip edge/gutter apron; R&R Flashing-pipe jack-lead; R&R Continuous ridge vent-aluminum; Remove Laminated-comp shingle sfg.- with felt; Laminated-comp.shingle rfg.- with felt;",Permit Expired,0,ePlan,,-81.900670486494,26.545435358953,2023-02-01
SOLAR PHOTOVOLTAIC SYSTEM,Closed-CC Issued,0,ePlan,,-81.919433818934,26.635285781112,2023-02-01
Installing a 50A / 240 V feeder for hot tub and connecting a hot tub.,Closed-CC Issued,0,ePlan,,-81.692154737311,26.610254863273,2023-02-01
"R&R Sheathing- OSB-1/2"", R&R Truss - 6/12 Slope, R&R Soffit - box framing- 2"" overlap, R&R Framing/truss hurricane strap, R&R Fascia- fiber cement- 6"", Prime and Paint exterior fascia- wood 4""-6"" wide, R&R Gutter/downspout- aluminum-6"", R&R Window screen- 10-16 SF, R&R Soffit- vinyl, Seal and Paint siding",Permit Expired,0,ePlan,,-81.900670486494,26.545435358953,2023-02-01
Single-Family Home,Closed-CO Issued,2,ePlan,,-81.574808178575,26.658448769949,2023-02-01
Remove existing shingle roof and install new metal roof system.,Closed-CC Issued,0,ePlan,,-81.846305408319,26.560777304643,2023-02-01
"REPLACE 200A METERCAN, 100A PANEL, AND UPDATE GROUNDING FOR IRRIGATION ELECTRICAL",Closed-CC Issued,0,ePlan,,-81.866689319445,26.503350991469,2023-02-01
Remove and replace full roof system,Closed-CC Issued,0,ePlan,,-81.747490807805,26.710217959269,2023-02-01
"Exterior wall batt insulation, Install drywall ,  kitchen cabinets and granite counter tops, interior trim, baseboards, doors and casings, bathroom vanities and tops (2), install new water heater and replace electrical outlets below 48"" A.F.F.",Closed-CC Issued,0,ePlan,,-81.862048662813,26.48904338591,2023-02-01
Reroof House,Closed-CC Issued,0,ePlan,,-81.724040832252,26.605142760063,2023-02-01
Tear off excisting Shingles renail decking to code install synthetic felt ( 2 layer) and install dimentional shingels,Closed-CC Issued,0,ePlan,,-81.817478038694,26.477216841849,2023-02-01
Roof Replacement,Closed-CC Issued,0,ePlan,,-81.734943285767,26.693505821511,2023-02-01
Tear off and reroof,Closed-CC Issued,0,ePlan,,-81.905054325724,26.694750621594,2023-02-01
