"Record Number","Address","Description","Status","Related Records","Submittal Type",
"DEM2023-02817","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 166","Closed-Voided","0","ePlan",
"DEM2023-02816","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 164","Closed-Voided","0","ePlan",
"FNC2023-01649","661 LOMOND ST, LEHIGH ACRES FL 33972","282' of 4' CL w/ two 60"" gate openings","Closed-CC Issued","0","ePlan",
"DEM2023-02815","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 161","Closed-Voided","0","ePlan",
"DEM2023-02814","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 157","Closed-Voided","0","ePlan",
"DEM2023-02813","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 155","Closed-Voided","0","ePlan",
"OPN2023-02935","1709 INLET DR, NORTH FORT MYERS FL 33903","Replace 27 windows and 9 mullions to impact.","Closed-CC Issued","1","ePlan",
"DEM2023-02812","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 140","Closed-Voided","0","ePlan",
"DEM2023-02811","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 134","Closed-Voided","0","ePlan",
"DEM2023-02810","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 131","Closed-Voided","0","ePlan",
"DEM2023-02809","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 125","Closed-Voided","0","ePlan",
"DEM2023-02808","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 120","Closed-Voided","0","ePlan",
"DEM2023-02807","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 118","Closed-Voided","0","ePlan",
"DEM2023-02806","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 116","Closed-Voided","0","ePlan",
"RES2023-08406","19061 TANGERINE RD, FORT MYERS FL 33967","take off old shingles and install new shingles","Closed-Withdrawn","1","ePlan",
"DEM2023-02805","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 115","Closed-Voided","0","ePlan",
"DEM2023-02804","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 108","Closed-Voided","0","ePlan",
"DEM2023-02803","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 93","Closed-Voided","0","ePlan",
"DEM2023-02802","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 87","Closed-Voided","0","ePlan",
"DEM2023-02801","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 86","Closed-Voided","0","ePlan",
"DEM2023-02800","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 82","Closed-Voided","0","ePlan",
"DEM2023-02799","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 80","Closed-Voided","0","ePlan",
"DEM2023-02798","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 78","Closed-Voided","0","ePlan",
"DEM2023-02797","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 77","Closed-Voided","0","ePlan",
"DEM2023-02796","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 73","Closed-Voided","0","ePlan",
"DEM2023-02795","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 70","Closed-Voided","0","ePlan",
"FNC2023-01648","2830 GARDEN ST, NORTH FORT MYERS FL 33917","Furnish and install 6ft chainlink fence","Closed-CC Issued","0","ePlan",
"DEM2023-02794","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 68","Closed-Voided","0","ePlan",
"DEM2023-02793","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 67","Closed-Voided","0","ePlan",
"ROF2023-16960","198 CRESCENT LAKE DR, NORTH FORT MYERS FL 33917","re roof with dimensional shingle","Permit Expired","0","ePlan",
"DEM2023-02792","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 65","Closed-Voided","0","ePlan",
"DEM2023-02791","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 64","Closed-Voided","0","ePlan",
"DEM2023-02790","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 63","Closed-Voided","0","ePlan",
"ROF2023-16959","17116 PHLOX DR, FORT MYERS FL 33967","remove old shingles and install new shingles","Closed-CC Issued","0","ePlan",
"DEM2023-02789","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 60","Closed-Voided","0","ePlan",
"DEM2023-02788","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 58","Closed-Voided","0","ePlan",
"DEM2023-02787","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 49","Closed-Voided","0","ePlan",
"DEM2023-02786","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 46","Closed-Voided","0","ePlan",
"DEM2023-02785","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 43","Closed-Voided","0","ePlan",
"DEM2023-02784","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 40","Closed-Voided","0","ePlan",
"DEM2023-02783","16295 DAVIS RD, FORT MYERS FL 33908","Demo of Unit 39","Closed-Voided","0","ePlan",
"OPN2023-02934","6054 TIMBERWOOD CIR, 241, FORT MYERS FL 33908","Replace the only two upstairs windows( Like for like), (size for size) with impact. Due to hurricane Ian damage","Closed-CC Issued","0","ePlan",
"FNC2023-01647","1705 IXORA DR, NORTH FORT MYERS FL 33917","REINSTALLATION OF 177 LF OF WOOD FENCE","Waiting on Applicant","0","ePlan",
"RES2023-08405","1744 CASTAWAY, NORTH FORT MYERS FL 33917","Interior Remodel including Roof and AC","Closed-CC Issued","0","ePlan",
"RES2023-08404","402 ENDOVEN ST, NORTH FORT MYERS FL 33903","Windmill Village - Owner Builder - 402 Endoven Street	Scott Cleveland	754-366-8722","Waiting on Applicant","0","ePlan",
"RES2023-08403","1003 POINSETTIA AVE, LEHIGH ACRES FL 33972","Addition of exterior door in garage.","Closed-CC Issued","0","ePlan",
"RES2023-08402","844 SUNRISE BLVD, LEHIGH ACRES FL 33974","New single family home","Closed-CO Issued","2","ePlan",
"RES2023-08401","3310 SHADY BEND WAY, FORT MYERS FL 33905","Interior Remodel kitchen, laundry room, master bathroom.","Closed-CC Issued","0","ePlan",
"RES2023-08400","842 SUNRISE BLVD, LEHIGH ACRES FL 33974","***CLOSED/VOIDED****New single family home","Closed-Voided","0","ePlan",
"ROF2022-04015-R01","2213 BAINMAR DR, LEHIGH ACRES FL 33973","REVISION - Change to stone coated metal NOA 19-0325.01****","Closed-Revision Approved","1","ePlan",
"ELE2022-04542-R01","5819 TALLOWOOD CIR, FORT MYERS FL 33919","REVISION - Tech didnt need to replace bonding for pool. Tech re-attached wire to pool pump. We need to update scope of work to reflect that.","Closed-Revision Approved","1","ePlan",
"ELE2022-04138-R01","16180 COCO HAMMOCK WAY, FORT MYERS FL 33908","Changed scope of work to: Replace pool sub-panel, replace pool light transformer, GFCI protect pool pump.","Closed-Revision Approved","1","ePlan",
"DEM2023-02782","3892 PLUMOSA DR, SAINT JAMES CITY FL 33956","demo of mobile home from hurricane damage","Closed-CC Issued","0","ePlan",
"ROF2023-16958","5119 BARON ST, LEHIGH ACRES FL 33971","Re-roof shingle to shingle","Closed-CC Issued","0","ePlan",
"ELE2023-02757","2337 GORHAM AVE, FORT MYERS FL 33907","REPLACE PANEL, METER, RISER AND UPGRADE GROUNDING","Closed-CC Issued","0","ePlan",
