household_id,latitude,longitude
1,38.89800497523509,-76.55837779667107
2,38.990427649617814,-76.68183386930409
3,38.98843024347386,-76.37828513499252
4,39.03047137774458,-76.59414745869562
5,38.92149168941599,-76.51567984631112
6,39.06889556314515,-76.54685805802083
7,38.980580659794136,-76.64141177851272
8,38.96852624090405,-76.76930601163322
9,39.05768312557002,-76.67732075298636
10,39.12119166062419,-76.49061224736938
11,39.11247442203064,-76.48450336840722
12,39.0291584647256,-76.6538363940749
13,39.11080300728586,-76.55495829846603
14,38.890440930326825,-76.5589191854751
15,38.967871789296886,-76.39282629904255
16,38.975056122641966,-76.6917759614541
17,38.95077822408266,-76.475955814839
18,38.99346884631674,-76.57520616000137
19,39.10568884876959,-76.56692322319415
20,38.986121557984056,-76.43684817435812
21,38.96797020981372,-76.52114071557398
22,38.95882748244016,-76.42445515839093
23,39.02600696916931,-76.47069059533108
24,38.78633536410081,-76.48033234814416
25,39.07132520217975,-76.67401042774765
26,39.08029986066623,-76.7544854440178
27,39.034765029927506,-76.60058285529578
28,39.043626294044095,-76.86571681901096
29,38.93636073083626,-76.61021777873916
30,39.1000866489712,-76.56542376245345
31,38.9148161410399,-76.60023446447842
32,39.02067240983585,-76.6394573103191
33,39.00502668452146,-76.5863470710831
34,38.87111063133621,-76.63545478655004
35,39.06557431174899,-76.44518931709761
36,38.85730001812728,-76.51298276360419
37,39.04016485093202,-76.60677777635135
38,39.08793156608781,-76.56026494250784
39,38.95616490111637,-76.61491514226958
40,39.011597877433125,-76.64928397310327
41,39.09440776303237,-76.63715238334972
42,38.882604698694344,-76.69572061817195
43,39.14871563073074,-76.57269553258607
44,39.10438574204681,-76.51464559008615
45,38.92293445707076,-76.5582848094766
46,38.97309663797227,-76.5730847483212
47,39.037886891566615,-76.58205592907355
48,38.91564571130954,-76.61762601468014
49,39.10342340477895,-76.73533273305854
50,39.153094304668336,-76.5434130763656
51,39.09723945277522,-76.68856638839537
52,38.93105248142896,-76.58531355711247
53,39.0326438826403,-76.58928683900737
54,38.9837711278703,-76.67562260032904
55,39.04780878589567,-76.62177428886488
56,38.92366689263244,-76.65538114370169
57,39.07179209853112,-76.66810636231172
58,38.96993158188101,-76.57143418295757
59,38.92027402658741,-76.72824626496661
60,38.9459846020494,-76.47681614412778
61,39.04658379837942,-76.72135620341338
62,38.91853094996476,-76.59895482601691
63,39.064480954787385,-76.44134194548798
64,39.184901969651165,-76.57051847235223
65,39.316722794745594,-76.44218341693174
66,39.04373099661848,-76.58601848868233
67,39.02441178044096,-76.61494540280819
68,39.02337214996368,-76.43141717544773
69,38.910178267843264,-76.46217378324185
70,39.074823124239145,-76.69963948204934
71,39.01527889954104,-76.55570773030611
72,38.998658454507904,-76.6861339499859
73,39.049253642982286,-76.65229314539702
74,39.02916051912429,-76.57410876855762
75,39.00679792487631,-76.6182589696677
76,39.050832325455936,-76.5206583566443
77,39.09431061281827,-76.4467662777654
78,38.97641989310306,-76.70253753934055
79,38.97706282834505,-76.64440829867978
80,38.76628410910404,-76.68218274061411
81,39.09691078111272,-76.50230907055953
82,38.75093763764533,-76.79407917874872
83,39.3251603315888,-76.61237529335651
84,39.118963983144894,-76.6135104776101
85,38.93539719835432,-76.57847180892607
86,39.094544610613674,-76.6499595266228
87,39.14644380782452,-76.46808671711008
88,39.0520259245455,-76.59279964432753
89,38.840100991128025,-76.61332975149617
90,39.00125415296916,-76.73269079794363
91,38.86886120008741,-76.56576237426457
92,38.85690776984573,-76.72279365358966
93,38.96301355430263,-76.67744125902678
94,38.977434952823984,-76.75735209361129
95,39.18894389772476,-76.67066732668653
96,39.02262337141035,-76.53229263931675
97,38.807668391350695,-76.79482537589527
98,38.910302840015994,-76.49776272990171
99,39.06749917757406,-76.6133593403995
100,38.92266193168017,-76.73329160950125
101,39.03889220593804,-76.54576186413142
102,39.088528507313505,-76.45424320066135
103,38.903926872919136,-76.8631808474192
104,39.00300398939323,-76.7216610008359
105,38.910861680284505,-76.58163570827911
106,38.9738633268561,-76.52030150940409
107,38.92641699063101,-76.56386164925352
108,38.944556347661376,-76.57755285980053
109,39.02521265645962,-76.66199868794659
110,39.0477560246047,-76.51338110592016
111,39.00405109071435,-76.60328444772244
112,38.94865431435906,-76.43219045583669
113,38.92513830045258,-76.56681880092331
114,38.9579379504573,-76.64348855469083
115,38.982146227136695,-76.6905138974273
116,39.011127979458784,-76.6870912765471
117,39.147107056547576,-76.66538975628512
118,38.96606084083773,-76.64792178284813
119,39.10941028330565,-76.58225926669787
120,39.19249575465088,-76.78815611910758
121,39.06561756980992,-76.63945206760411
122,39.030362327773474,-76.50332740545441
123,39.0749240173578,-76.61787932698552
124,39.102138668111145,-76.61601487261878
125,38.95979820569067,-76.49731841542966
126,39.047566073795046,-76.65660531329532
127,39.14820455093432,-76.45634565116545
128,39.11321988695775,-76.60403270090931
129,39.0726949407751,-76.86116707687877
130,38.96999617820693,-76.85832535269016
131,38.994097993604576,-76.39895378302293
132,39.08618952391729,-76.60776868654655
133,39.23739179100747,-76.50676245996694
134,39.05800967372583,-76.65506347836487
135,39.02950399033672,-76.43962644399234
136,39.08134840270473,-76.61316165281737
137,38.99529708915792,-76.36333324131938
138,38.84730537780669,-76.75698842846775
139,38.92004083623052,-76.54834996411506
140,38.825567323131146,-76.58028398428114
141,39.0299769601388,-76.60808226937453
142,39.10422217857086,-76.4663202564942
143,38.94551415267523,-76.54394925286348
144,39.1186300236504,-76.53368150028413
145,38.9689312682461,-76.64057304383762
146,39.11504959345641,-76.71238501856688
147,39.10388651468487,-76.6962321127521
148,39.0204379964253,-76.66214998576363
149,39.03180091385624,-76.66125301530668
150,39.00301278589549,-76.70946960569552
151,38.950022869136745,-76.65735467544397
152,39.08834675857178,-76.72960336081914
153,39.15636801923921,-76.66311543373732
154,39.215856449695146,-76.75582409984557
155,38.77984696069802,-76.76578424049247
156,38.89868568369938,-76.57483823207629
157,39.02245373990182,-76.61969607885713
158,39.04263897971483,-76.5763736628525
159,39.11368798997527,-76.57466641850374
160,39.045832163720426,-76.52520077466039
161,38.98111099515845,-76.64140441459928
162,39.01978546003172,-76.60048175816661
163,38.90328341853763,-76.44255185295734
164,38.9065017753981,-76.48724650727046
165,38.91700660760226,-76.59789601895966
166,38.8401195302264,-76.63600789847303
167,38.866323127955106,-76.5803477425328
168,39.16700075885812,-76.4716519618547
169,39.17630314755093,-76.75539073744196
170,39.07347483481524,-76.46954612231218
171,38.9569225784279,-76.60224063936585
172,38.93744301403037,-76.61125743625045
173,39.050801352948454,-76.68416604757485
174,38.99224694623295,-76.48291453369438
175,39.07763612585976,-76.69971419056348
176,39.0946276038301,-76.71159320035093
177,39.06211846570706,-76.58575537618977
178,39.07282220676316,-76.75804942891885
179,39.096513558234605,-76.48935831053628
180,39.02091494017954,-76.72540071562574
181,38.898867820304226,-76.5064026943243
182,39.021536439335954,-76.51822616964182
183,38.93372512897487,-76.69704975733234
184,38.84004046939509,-76.57112245392386
185,38.89191175523906,-76.37329230806205
186,39.08688653533165,-76.60411171568428
187,39.04816185329072,-76.59831267795865
188,38.857240589074216,-76.5345753425979
189,38.9268085143961,-76.65253384766265
190,39.095702731966426,-76.73296160504492
191,39.01341837035793,-76.45407135309351
192,38.96459823844421,-76.78300929139796
193,38.750099288796264,-76.56071046119403
194,38.95245694743988,-76.47283824151158
195,39.13421214793462,-76.66012941357548
196,39.12305651534196,-76.5904028200247
197,38.9494373540937,-76.62628094815345
198,38.99952935927428,-76.46802270913024
199,39.03740129278509,-76.55613102087723
200,39.04496724614043,-76.78860063434108
