time_step,dimension,dimension_name,p_self_mean
0,0,vacancy_state,0.0061387373963178995
0,1,repair_state,0.0061387373963178995
0,2,sales_state,0.0061387373963178995
1,0,vacancy_state,0.005598384107817575
1,1,repair_state,0.005598384107817575
1,2,sales_state,0.005598384107817575
2,0,vacancy_state,0.005102384622654836
2,1,repair_state,0.005102384622654836
2,2,sales_state,0.005102384622654836
3,0,vacancy_state,0.004647597299662476
3,1,repair_state,0.004647597299662476
3,2,sales_state,0.004647597299662476
4,0,vacancy_state,0.004231028734236126
4,1,repair_state,0.004231028734236126
4,2,sales_state,0.004231028734236126
5,0,vacancy_state,0.003849837490087689
5,1,repair_state,0.003849837490087689
5,2,sales_state,0.003849837490087689
6,0,vacancy_state,0.003501336098590554
6,1,repair_state,0.003501336098590554
6,2,sales_state,0.003501336098590554
7,0,vacancy_state,0.0031829914207839893
7,1,repair_state,0.0031829914207839893
7,2,sales_state,0.0031829914207839893
8,0,vacancy_state,0.0028924235125273572
8,1,repair_state,0.0028924235125273572
8,2,sales_state,0.0028924235125273572
9,0,vacancy_state,0.002627403163198721
9,1,repair_state,0.002627403163198721
9,2,sales_state,0.002627403163198721
10,0,vacancy_state,0.0023858482946706046
10,1,repair_state,0.0023858482946706046
10,2,sales_state,0.0023858482946706046
11,0,vacancy_state,0.0021658194124129855
11,1,repair_state,0.0021658194124129855
11,2,sales_state,0.0021658194124129855
12,0,vacancy_state,0.0019655142969042267
12,1,repair_state,0.0019655142969042267
12,2,sales_state,0.0019655142969042267
13,0,vacancy_state,0.0017832621133868501
13,1,repair_state,0.0017832621133868501
13,2,sales_state,0.0017832621133868501
14,0,vacancy_state,0.0016175171034481964
14,1,repair_state,0.0016175171034481964
14,2,sales_state,0.0016175171034481964
15,0,vacancy_state,0.0014668520046802924
15,1,repair_state,0.0014668520046802924
15,2,sales_state,0.0014668520046802924
16,0,vacancy_state,0.0013299513261858342
16,1,repair_state,0.0013299513261858342
16,2,sales_state,0.0013299513261858342
17,0,vacancy_state,0.001205604589032614
17,1,repair_state,0.001205604589032614
17,2,sales_state,0.001205604589032614
18,0,vacancy_state,0.0010926996227092328
18,1,repair_state,0.0010926996227092328
18,2,sales_state,0.0010926996227092328
19,0,vacancy_state,0.0009902159917443238
19,1,repair_state,0.0009902159917443238
19,2,sales_state,0.0009902159917443238
20,0,vacancy_state,0.0008972186112589968
20,1,repair_state,0.0008972186112589968
20,2,sales_state,0.0008972186112589968
21,0,vacancy_state,0.0008128515965063937
21,1,repair_state,0.0008128515965063937
21,2,sales_state,0.0008128515965063937
22,0,vacancy_state,0.0007363323794705902
22,1,repair_state,0.0007363323794705902
22,2,sales_state,0.0007363323794705902
