time_step,dimension,dimension_name,p_ji_nonzero_mean,nonzero_count
0,0,vacancy_state,0.008115809996011424,718
0,1,repair_state,0.008115809996011424,718
0,2,sales_state,0.008115809996011424,718
1,0,vacancy_state,0.008393103212611872,700
1,1,repair_state,0.008393103212611872,700
1,2,sales_state,0.008393103212611872,700
2,0,vacancy_state,0.008821580134456867,666
2,1,repair_state,0.008821580134456867,666
2,2,sales_state,0.008821580134456867,666
3,0,vacancy_state,0.014301277836008833,690
3,1,repair_state,0.014301277836008833,690
3,2,sales_state,0.014301277836008833,690
4,0,vacancy_state,0.014019372439654775,704
4,1,repair_state,0.014019372439654775,704
4,2,sales_state,0.014019372439654775,704
5,0,vacancy_state,0.01462019685865683,714
5,1,repair_state,0.01462019685865683,714
5,2,sales_state,0.01462019685865683,714
6,0,vacancy_state,0.014458205886791706,722
6,1,repair_state,0.014458205886791706,722
6,2,sales_state,0.014458205886791706,722
7,0,vacancy_state,0.01676394036417252,742
7,1,repair_state,0.01676394036417252,742
7,2,sales_state,0.01676394036417252,742
8,0,vacancy_state,0.019240873852276314,750
8,1,repair_state,0.019240873852276314,750
8,2,sales_state,0.019240873852276314,750
9,0,vacancy_state,0.018789915871363583,768
9,1,repair_state,0.018789915871363583,768
9,2,sales_state,0.018789915871363583,768
10,0,vacancy_state,0.018359612894087034,786
10,1,repair_state,0.018359612894087034,786
10,2,sales_state,0.018359612894087034,786
11,0,vacancy_state,0.017993336327621463,802
11,1,repair_state,0.017993336327621463,802
11,2,sales_state,0.017993336327621463,802
12,0,vacancy_state,0.017948576784517924,804
12,1,repair_state,0.017948576784517924,804
12,2,sales_state,0.017948576784517924,804
13,0,vacancy_state,0.02027149538552072,810
13,1,repair_state,0.02027149538552072,810
13,2,sales_state,0.02027149538552072,810
14,0,vacancy_state,0.02017188115758204,814
14,1,repair_state,0.02017188115758204,814
14,2,sales_state,0.02017188115758204,814
15,0,vacancy_state,0.019927076774601676,824
15,1,repair_state,0.019927076774601676,824
15,2,sales_state,0.019927076774601676,824
16,0,vacancy_state,0.01978302561719492,830
16,1,repair_state,0.01978302561719492,830
16,2,sales_state,0.01978302561719492,830
17,0,vacancy_state,0.019641042179750934,836
17,1,repair_state,0.019641042179750934,836
17,2,sales_state,0.019641042179750934,836
18,0,vacancy_state,0.019454871163829126,844
18,1,repair_state,0.019454871163829126,844
18,2,sales_state,0.019454871163829126,844
19,0,vacancy_state,0.0192721963172204,852
19,1,repair_state,0.0192721963172204,852
19,2,sales_state,0.0192721963172204,852
20,0,vacancy_state,0.01904862095391158,862
20,1,repair_state,0.01904862095391158,862
20,2,sales_state,0.01904862095391158,862
21,0,vacancy_state,0.01896063656151476,866
21,1,repair_state,0.01896063656151476,866
21,2,sales_state,0.01896063656151476,866
22,0,vacancy_state,0.018873461221002048,870
22,1,repair_state,0.018873461221002048,870
22,2,sales_state,0.018873461221002048,870
