time_step,dimension,dimension_name,household_id,p_self_value
0,0,vacancy_state,dqcp176g,0.0
0,0,vacancy_state,dqcnc7hq,0.0
0,0,vacancy_state,dqcnc29k,0.0
0,0,vacancy_state,dqcngqhc,0.0
0,0,vacancy_state,dqcnbbdq,0.0
0,0,vacancy_state,dqcncsjm,0.0
0,0,vacancy_state,dqcnbchm,0.0
0,0,vacancy_state,dqcng43b,0.0
0,0,vacancy_state,dqcnfpuz,0.0
0,0,vacancy_state,dqcp473c,0.0
0,0,vacancy_state,dqchf7jt,0.0
0,0,vacancy_state,dqcncu6f,0.0
0,0,vacancy_state,dqcncvkb,0.0
0,0,vacancy_state,dqcnfk5z,0.0
0,0,vacancy_state,dqcp1rx0,0.0
0,0,vacancy_state,dqcp1yv9,0.0
0,0,vacancy_state,dqcnctbb,0.0
0,0,vacancy_state,dqcne6ct,0.0
0,0,vacancy_state,dqcngjkj,0.0
0,0,vacancy_state,dqcner94,0.0
0,0,vacancy_state,dqcnf6cg,0.0
0,0,vacancy_state,dqcncf4c,0.0
0,0,vacancy_state,dqcnf6cj,0.0
0,0,vacancy_state,dqcncfq5,0.0
0,0,vacancy_state,dqcne4gy,0.0
0,0,vacancy_state,dqcng06w,0.0
0,0,vacancy_state,dqcnf3uz,0.0
0,0,vacancy_state,dqcnc6tb,0.0
0,0,vacancy_state,dqcnc7bc,0.0
0,0,vacancy_state,dqcp1z6r,0.0
0,0,vacancy_state,dqcncdq7,0.2062170485551096
0,0,vacancy_state,dqcp1ys8,0.0
0,0,vacancy_state,dqcp4kgx,0.0
0,0,vacancy_state,dqcnc78q,0.0
0,0,vacancy_state,dqcnf794,0.0
0,0,vacancy_state,dqcncwc5,0.0
0,0,vacancy_state,dqcnc0y3,0.0
0,0,vacancy_state,dqcp1rzr,0.0
0,0,vacancy_state,dqcncf6c,0.0
0,0,vacancy_state,dqcnfffs,0.0
0,0,vacancy_state,dqcng4te,0.0
0,0,vacancy_state,dqcnc0gn,0.0
0,0,vacancy_state,dqcnfqc3,0.0
0,0,vacancy_state,dqcncx6x,0.0
0,0,vacancy_state,dqcne1qu,0.0
0,0,vacancy_state,dqcn9xvx,0.0
0,0,vacancy_state,dqcp1wg8,0.0
0,0,vacancy_state,dqcp1gxv,0.0
0,0,vacancy_state,dqcn9r0y,0.0
0,0,vacancy_state,dqcnenmf,0.0
0,0,vacancy_state,dqcnc2sv,0.0
0,0,vacancy_state,dqcncgsj,0.0
0,0,vacancy_state,dqcncfjz,0.0
0,0,vacancy_state,dqcp4k9b,0.0
0,0,vacancy_state,dqcncv9e,0.0
0,0,vacancy_state,dqcncvy0,0.0
0,0,vacancy_state,dqcng23k,0.0
0,0,vacancy_state,dqcncf69,0.0
0,0,vacancy_state,dqcng0x3,0.0
0,0,vacancy_state,dqcnc9vh,0.0
0,0,vacancy_state,dqcncvhv,0.0
0,0,vacancy_state,dqcng0rh,0.15679974936662422
0,0,vacancy_state,dqcnf1g2,0.0
0,0,vacancy_state,dqcp4hth,0.0
0,0,vacancy_state,dqcnf559,0.0
0,0,vacancy_state,dqcp1wk6,0.0
0,0,vacancy_state,dqcng5m8,0.0
0,0,vacancy_state,dqcnc3fk,0.0
0,0,vacancy_state,dqcnfkw0,0.0
0,0,vacancy_state,dqcp1yek,0.0
0,0,vacancy_state,dqcnc1m6,0.0
0,0,vacancy_state,dqcnfkys,0.0
0,0,vacancy_state,dqcp1wbz,0.0
0,0,vacancy_state,dqcnc6ht,0.0
0,0,vacancy_state,dqcnc8ft,0.0
0,0,vacancy_state,dqcngqwq,0.0
0,0,vacancy_state,dqcp1xyv,0.0
0,0,vacancy_state,dqcnfmdf,0.0
0,0,vacancy_state,dqcnfs2t,0.0
0,0,vacancy_state,dqcnfpuy,0.0
0,0,vacancy_state,dqcnfmyp,0.0
0,0,vacancy_state,dqcnc778,0.0
