household_id,building_value,income,damage_level,population_scaled,age,race,latitude,longitude,agent_type,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_8,community_9,community_10,community_11,community_12,community_13,community_14,community_15,community_16,community_17,community_18,community_19
1,0.3298736327779431,0.12949602903185656,0.5,0.2857142857142857,0.34090650018961643,0.25,38.991725166205896,-76.45361254733619,resistant,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2,0.7284319781883798,0.012708946317246964,0.0,0.7142857142857143,0.30212913724383045,0.5,39.13928087303111,-76.6171267096861,resistant,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
3,0.3869102968625959,0.1393635457419004,0.5,0.7142857142857143,0.3666211160582255,0.25,38.978020295042924,-76.53473109256589,isolated,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4,0.5423642029254357,0.4061952592208836,0.0,0.8571428571428571,0.4911798212540266,0.5,39.10773729326712,-76.55856914245538,early_adopter,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,0.4634373555794231,0.4139449316906368,0.0,0.7142857142857143,0.4244642343496774,1.0,39.10268445286852,-76.515260727889,early_adopter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6,0.445881739559864,0.35298556151898064,0.75,0.7142857142857143,0.5561263364377633,0.25,39.05324205607688,-76.59030969789376,resistant,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7,0.42424969599070733,0.6038551098597437,0.0,0.14285714285714285,0.7527838635189722,0.25,39.07826788901725,-76.7466214118709,social_follower,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,0.7202859546707525,0.5439807938804533,0.0,0.14285714285714285,0.3201972908664514,0.0,38.91241200108756,-76.51372683203876,resistant,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9,0.6080336872141613,0.5031475283768431,0.0,0.5714285714285714,0.549129727967123,0.0,38.949075265704394,-76.63879018710938,resistant,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
10,0.5178664347716138,0.5803262761568747,0.25,0.2857142857142857,0.33487965155937405,0.25,38.964181258746784,-76.54729580270045,isolated,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,0.7108441654512777,0.09160686966755349,0.75,0.7142857142857143,0.8496002289473554,0.0,38.98948006556565,-76.75518615463719,resistant,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12,0.30725444724180145,0.840486136460608,0.0,1.0,0.4526585957350769,0.0,39.17261384701208,-76.85514982172059,early_adopter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
13,0.437636034496953,0.0034581942064121334,0.0,0.14285714285714285,0.4746690085131369,1.0,39.063149716113756,-76.50706528302989,resistant,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
