household_id_1,household_id_2,link_type,timestep,source,period
1,3,2,0,observed,train
1,4,2,0,observed,train
1,7,2,0,observed,train
1,17,2,0,observed,train
1,27,2,0,observed,train
1,46,2,0,observed,train
2,3,2,0,observed,train
2,5,2,0,observed,train
2,7,2,0,observed,train
2,9,2,0,observed,train
2,18,2,0,observed,train
2,41,2,0,observed,train
2,42,2,0,observed,train
2,44,2,0,observed,train
2,45,2,0,observed,train
2,50,2,0,observed,train
3,4,2,0,inferred,train
3,6,1,0,inferred,train
3,7,1,0,observed,train
3,8,2,0,inferred,train
3,9,2,0,observed,train
3,10,2,0,inferred,train
3,11,2,0,inferred,train
3,12,2,0,inferred,train
3,13,2,0,inferred,train
3,14,2,0,inferred,train
3,15,2,0,observed,train
3,16,2,0,inferred,train
3,17,1,0,inferred,train
3,18,2,0,inferred,train
3,19,2,0,inferred,train
3,25,2,0,observed,train
3,28,2,0,inferred,train
3,29,2,0,inferred,train
3,34,2,0,inferred,train
3,35,2,0,observed,train
3,37,2,0,inferred,train
3,38,2,0,inferred,train
3,39,2,0,inferred,train
3,40,2,0,observed,train
3,41,2,0,observed,train
3,43,2,0,inferred,train
3,44,2,0,observed,train
3,45,2,0,inferred,train
3,48,2,0,observed,train
3,50,2,0,observed,train
4,5,2,0,observed,train
4,6,2,0,inferred,train
4,7,2,0,inferred,train
4,8,2,0,inferred,train
4,13,2,0,inferred,train
4,14,2,0,observed,train
4,18,2,0,observed,train
4,21,2,0,observed,train
4,23,2,0,observed,train
4,25,2,0,inferred,train
4,26,2,0,observed,train
4,28,2,0,inferred,train
4,31,2,0,inferred,train
4,32,2,0,observed,train
4,34,2,0,observed,train
4,35,2,0,observed,train
4,37,2,0,inferred,train
4,38,2,0,inferred,train
4,39,2,0,inferred,train
4,45,2,0,inferred,train
4,50,2,0,observed,train
5,8,2,0,inferred,train
5,9,2,0,observed,train
5,10,2,0,observed,train
5,15,2,0,observed,train
5,40,2,0,observed,train
5,42,2,0,observed,train
5,45,2,0,observed,train
6,8,2,0,inferred,train
6,10,2,0,observed,train
6,13,2,0,inferred,train
6,19,2,0,inferred,train
6,20,2,0,observed,train
6,24,2,0,observed,train
6,26,2,0,inferred,train
6,28,2,0,inferred,train
6,31,2,0,inferred,train
6,32,2,0,inferred,train
6,34,2,0,inferred,train
6,39,2,0,observed,train
6,41,2,0,inferred,train
6,46,2,0,observed,train
7,8,2,0,inferred,train
7,10,2,0,observed,train
7,13,2,0,inferred,train
7,16,2,0,observed,train
7,17,2,0,observed,train
7,19,2,0,inferred,train
7,20,2,0,observed,train
7,26,2,0,inferred,train
7,27,2,0,observed,train
7,28,2,0,inferred,train
7,31,2,0,inferred,train
7,32,2,0,observed,train
7,34,2,0,inferred,train
7,36,2,0,observed,train
7,39,2,0,observed,train
7,41,2,0,inferred,train
7,43,2,0,observed,train
7,48,2,0,observed,train
8,9,2,0,inferred,train
8,10,1,0,inferred,train
8,11,1,0,inferred,train
8,12,1,0,observed,train
8,13,2,0,inferred,train
8,14,2,0,inferred,train
8,15,2,0,inferred,train
8,16,2,0,inferred,train
8,18,2,0,inferred,train
8,20,2,0,inferred,train
8,22,2,0,inferred,train
8,23,2,0,observed,train
