time_step,dimension,dimension_name,p_ji_nonzero_mean,nonzero_count
0,0,vacancy_state,0.015689948150027024,462
0,1,repair_state,0.015689948150027024,462
0,2,sales_state,0.015689948150027024,462
1,0,vacancy_state,0.025350260836334435,410
1,1,repair_state,0.025350260836334435,410
1,2,sales_state,0.025350260836334435,410
2,0,vacancy_state,0.038929808174336125,386
2,1,repair_state,0.038929808174336125,386
2,2,sales_state,0.038929808174336125,386
3,0,vacancy_state,0.04324129239141437,396
3,1,repair_state,0.04324129239141437,396
3,2,sales_state,0.04324129239141437,396
4,0,vacancy_state,0.048147841484718984,404
4,1,repair_state,0.048147841484718984,404
4,2,sales_state,0.048147841484718984,404
5,0,vacancy_state,0.048147841484718984,404
5,1,repair_state,0.048147841484718984,404
5,2,sales_state,0.048147841484718984,404
6,0,vacancy_state,0.04791065999957273,406
6,1,repair_state,0.04791065999957273,406
6,2,sales_state,0.04791065999957273,406
7,0,vacancy_state,0.05013431831981201,412
7,1,repair_state,0.05013431831981201,412
7,2,sales_state,0.05013431831981201,412
8,0,vacancy_state,0.05013431831981201,412
8,1,repair_state,0.05013431831981201,412
8,2,sales_state,0.05013431831981201,412
9,0,vacancy_state,0.04922141427790813,420
9,1,repair_state,0.04922141427790813,420
9,2,sales_state,0.04922141427790813,420
10,0,vacancy_state,0.048528219036805965,426
10,1,repair_state,0.048528219036805965,426
10,2,sales_state,0.048528219036805965,426
11,0,vacancy_state,0.04807679421113407,430
11,1,repair_state,0.04807679421113407,430
11,2,sales_state,0.04807679421113407,430
12,0,vacancy_state,0.047746705118196085,434
12,1,repair_state,0.047746705118196085,434
12,2,sales_state,0.047746705118196085,434
13,0,vacancy_state,0.04731073541018093,438
13,1,repair_state,0.04731073541018093,438
13,2,sales_state,0.04731073541018093,438
14,0,vacancy_state,0.047765324498882926,442
14,1,repair_state,0.047765324498882926,442
14,2,sales_state,0.047765324498882926,442
15,0,vacancy_state,0.047765324498882926,442
15,1,repair_state,0.047765324498882926,442
15,2,sales_state,0.047765324498882926,442
16,0,vacancy_state,0.04733976559925831,446
16,1,repair_state,0.04733976559925831,446
16,2,sales_state,0.04733976559925831,446
17,0,vacancy_state,0.04733976559925831,446
17,1,repair_state,0.04733976559925831,446
17,2,sales_state,0.04733976559925831,446
18,0,vacancy_state,0.04691896768282045,450
18,1,repair_state,0.04691896768282045,450
18,2,sales_state,0.04691896768282045,450
19,0,vacancy_state,0.04671308271286965,452
19,1,repair_state,0.04671308271286965,452
19,2,sales_state,0.04671308271286965,452
20,0,vacancy_state,0.04650729820753201,454
20,1,repair_state,0.04650729820753201,454
20,2,sales_state,0.04650729820753201,454
21,0,vacancy_state,0.04630331882942898,456
21,1,repair_state,0.04630331882942898,456
21,2,sales_state,0.04630331882942898,456
22,0,vacancy_state,0.04630331882942898,456
22,1,repair_state,0.04630331882942898,456
22,2,sales_state,0.04630331882942898,456
