time_step,dimension,dimension_name,household_i,household_j,p_ji_value
0,0,vacancy_state,dqcp176g,dqcnc29k,3.560524133635079e-11
0,0,vacancy_state,dqcp176g,dqcngqhc,1.2258768126488141e-05
0,0,vacancy_state,dqcp176g,dqcng43b,5.753994754430122e-16
0,0,vacancy_state,dqcp176g,dqcncu6f,3.8285248489650485e-08
0,0,vacancy_state,dqcp176g,dqcp1rx0,1.960550890801084e-08
0,0,vacancy_state,dqcp176g,dqcner94,1.0971803898082154e-12
0,0,vacancy_state,dqcp176g,dqcp1ys8,4.866395583883528e-07
0,0,vacancy_state,dqcp176g,dqcp1rzr,7.1830732187311955e-09
0,0,vacancy_state,dqcp176g,dqcnfffs,1.0265800825106299e-15
0,0,vacancy_state,dqcp176g,dqcng4te,6.707054384676409e-12
0,0,vacancy_state,dqcp176g,dqcnfqc3,2.760144411762853e-11
0,0,vacancy_state,dqcp176g,dqcp1wg8,1.4541466724867113e-07
0,0,vacancy_state,dqcnc7hq,dqcp473c,3.794997562626264e-24
0,0,vacancy_state,dqcnc7hq,dqcncf4c,7.3901634018943e-37
0,0,vacancy_state,dqcnc7hq,dqcnf6cj,8.844230531681039e-31
0,0,vacancy_state,dqcnc7hq,dqcncfq5,4.242922178968642e-14
0,0,vacancy_state,dqcnc7hq,dqcp4kgx,3.0825000495123563e-27
0,0,vacancy_state,dqcnc7hq,dqcncf6c,1.4757010558748336e-16
0,0,vacancy_state,dqcnc7hq,dqcnfqc3,3.059563978141396e-24
0,0,vacancy_state,dqcnc7hq,dqcne1qu,3.1086355518065336e-30
0,0,vacancy_state,dqcnc29k,dqcp176g,3.560524133635079e-11
0,0,vacancy_state,dqcnc29k,dqcngqhc,4.699315071979445e-07
0,0,vacancy_state,dqcnc29k,dqcnbbdq,5.233982551873254e-14
0,0,vacancy_state,dqcnc29k,dqcnfpuz,2.3463540675234947e-13
0,0,vacancy_state,dqcnc29k,dqcncvkb,4.0046738344903356e-10
0,0,vacancy_state,dqcnc29k,dqcncdq7,1.0118557276919749e-14
0,0,vacancy_state,dqcnc29k,dqcng4te,1.205592248447498e-18
0,0,vacancy_state,dqcnc29k,dqcnfqc3,1.1952752174124285e-11
0,0,vacancy_state,dqcnc29k,dqcne1qu,2.5069819571120987e-16
0,0,vacancy_state,dqcnc29k,dqcnenmf,4.5008126309976896e-14
0,0,vacancy_state,dqcngqhc,dqcp176g,1.2258768126488141e-05
0,0,vacancy_state,dqcngqhc,dqcnc29k,4.699315071979445e-07
0,0,vacancy_state,dqcngqhc,dqcnbchm,1.89398812974194e-07
0,0,vacancy_state,dqcngqhc,dqcncvkb,2.1088662099055077e-18
0,0,vacancy_state,dqcngqhc,dqcner94,7.004183369227345e-14
0,0,vacancy_state,dqcngqhc,dqcncfq5,1.2383105061120417e-23
0,0,vacancy_state,dqcngqhc,dqcnf3uz,1.2883985797492795e-10
0,0,vacancy_state,dqcngqhc,dqcp1ys8,4.021212675862624e-12
0,0,vacancy_state,dqcngqhc,dqcnc0y3,4.505570437460262e-20
0,0,vacancy_state,dqcngqhc,dqcnfffs,1.0804227852609004e-10
0,0,vacancy_state,dqcnbbdq,dqcnc29k,5.233982551873254e-14
0,0,vacancy_state,dqcnbbdq,dqcnf6cj,3.3002135500552473e-34
0,0,vacancy_state,dqcnbbdq,dqcnf3uz,2.779365803017944e-07
0,0,vacancy_state,dqcnbbdq,dqcne1qu,9.971122603323999e-33
0,0,vacancy_state,dqcnbbdq,dqcn9xvx,3.166052071194903e-36
0,0,vacancy_state,dqcnbbdq,dqcn9r0y,1.4182216155078063e-22
0,0,vacancy_state,dqcncsjm,dqcp473c,3.197446122993569e-30
0,0,vacancy_state,dqcncsjm,dqcncf4c,1.4145249140846976e-36
