household_id,community,building_value,income,damage_level,population_scaled,age,race
dqcp176g,dqcp17,0.4092858631884988,0.41549848230048325,0.0,0.8571428571428571,0.2787592143198169,0.0
dqcnc7hq,dqcnc7,0.3189867062413767,0.7706588301345303,0.0,0.7142857142857143,0.791153866528862,0.0
dqcnc29k,dqcnc2,0.24308604197327252,0.5104990109516823,0.0,0.7142857142857143,0.5791931000068447,0.0
dqcngqhc,dqcngq,0.5042621554655801,0.494618484989487,0.25,1.0,0.38705869269103077,0.0
dqcnbbdq,dqcnbb,0.45086849715776667,0.8643552599861222,0.0,0.5714285714285714,0.778202658026828,0.0
dqcncsjm,dqcncs,0.5950868905277706,0.9107184544660402,0.0,0.5714285714285714,0.563545548275613,0.5
dqcnbchm,dqcnbc,0.6019156056681988,0.6388699615139187,1.0,0.42857142857142855,0.470722501816145,0.0
dqcng43b,dqcng4,0.6008222986406069,0.8953270834208613,0.0,1.0,0.15519963046505397,0.0
dqcnfpuz,dqcnfp,0.5305304052055891,0.2625005715121569,0.25,0.42857142857142855,0.854608221222608,0.0
dqcp473c,dqcp47,0.5446546298525552,0.5425581472618507,0.0,0.8571428571428571,0.19145110816898755,0.0
dqchf7jt,dqchf7,0.7351307932605683,0.14371521179683328,0.0,0.42857142857142855,0.3716423230511751,0.0
dqcncu6f,dqcncu,0.374833803398725,0.42554882450459525,0.0,0.8571428571428571,0.4242650614805361,0.25
dqcncvkb,dqcncv,0.38012254065833806,0.7467302540914702,0.75,0.2857142857142857,0.8060673036711201,0.0
dqcnfk5z,dqcnfk,0.31605135741558943,0.32878474601233076,1.0,0.42857142857142855,0.9288712248996871,0.0
dqcp1rx0,dqcp1r,0.7100660351664803,0.26301097672260465,0.5,0.14285714285714285,0.537723337840502,0.0
dqcp1yv9,dqcp1y,0.6792125101683987,0.7400170796722274,0.5,0.42857142857142855,0.25602089743955636,0.25
dqcnctbb,dqcnct,0.3166919445057336,0.599782436551415,0.0,0.5714285714285714,0.23239897121417977,1.0
dqcne6ct,dqcne6,0.4289014713471254,0.44029366350914384,0.0,0.2857142857142857,0.22134826875662714,0.25
dqcngjkj,dqcngj,0.6807460277595135,0.4098829477902217,0.0,0.7142857142857143,0.26086708609220294,0.5
dqcner94,dqcner,0.25537669986793987,0.11752274936877767,0.0,0.8571428571428571,0.15708388683457594,0.0
dqcnf6cg,dqcnf6,0.5587126547098378,0.08443436870863197,0.0,0.7142857142857143,0.2568589549105835,0.5
dqcncf4c,dqcncf,0.462332708918167,0.0,0.75,0.7142857142857143,0.8050826070979894,1.0
dqcnf6cj,dqcnf6,0.46769843074623324,0.1225709473525999,0.0,0.5714285714285714,0.24344711978589836,0.0
dqcncfq5,dqcncf,0.3886123451564465,0.12758183337149584,0.75,0.5714285714285714,0.8727792053530404,0.0
dqcne4gy,dqcne4,0.7810558241365185,0.0,0.5,0.8571428571428571,0.699140209216287,0.5
dqcng06w,dqcng0,0.41020959186253936,0.2028673840500257,0.0,0.5714285714285714,0.2056918588166911,0.0
dqcnf3uz,dqcnf3,0.45355352742045835,0.8537399022642013,0.0,0.2857142857142857,0.5217296536898705,0.0
dqcnc6tb,dqcnc6,0.457182359056745,0.3531891201437717,0.0,0.14285714285714285,0.5070521140411925,0.0
dqcnc7bc,dqcnc7,0.3061888155930747,0.7028317157062484,0.0,0.14285714285714285,0.8273663250074472,0.5
