lon,lat,BUILDING,GISACRES,BEDROOMS,HEATEDAREA,household_id
-81.96779944699392,26.512770178501004,0.0,0.5177,,,12071001922h711
-81.97227953933714,26.51353130993817,0.0,0.3154,,,12071001923h1226
-81.97379974936504,26.51424993754288,0.0,1.862,,,12071001923h598
-81.97226003108665,26.51232124445063,0.0,0.2246,,,12071001923h594
-81.97345507208793,26.51346558924874,0.0,2.335,,,12071001923h328
-81.97292146662355,26.513170400191683,0.0,1.803,,,12071001923h379
-81.97244035084655,26.51291147971318,0.0,0.1635,,,12071001923h103
-81.97244305969842,26.513049017816098,0.0,0.1635,,,12071001923h473
-81.97244576683191,26.51318655701541,0.0,0.1635,,,12071001923h887
-81.97244847348368,26.513324095718914,0.0,0.1635,,,12071001923h630
-81.97245117524427,26.51346163503861,0.0,0.1635,,,12071001923h358
-81.97245401111846,26.51360605082831,0.0,0.1799,,,12071001923h445
-81.97245698680514,26.513757342930187,0.0,0.1799,,,12071001923h545
-81.9724598280548,26.513901758504225,0.0,0.1635,,,12071001923h419
-81.97246253475124,26.51403929724626,0.0,0.1635,,,12071001923h1114
-81.9724650129216,26.51417677966701,0.0,0.1634,,,12071001923h949
-81.97245067220727,26.514312398970727,0.0,0.1501,,,12071001923h738
-81.9724230492738,26.51446698517733,0.0,0.153,,,12071001923h628
-81.97249218654139,26.51463545018244,0.0,0.2094,,,12071001923h1092
-81.97300027790678,26.5146153121473,0.0,0.1825,,,12071001923h409
-81.97313737916775,26.51443994284526,0.0,0.1702,,,12071001923h515
-81.97316625425962,26.51428951564549,0.0,0.2542,,,12071001923h783
-81.9731289721776,26.51415489472369,0.0,0.2269,,,12071001923h959
-81.97303617816888,26.5140098241144,0.0,0.1674,,,12071001923h411
-81.9730326027183,26.51386932921196,0.0,0.1668,,,12071001923h919
-81.97302979408907,26.513723536282143,0.0,0.1799,,,12071001923h672
-81.97301837698024,26.513568130660087,0.0,0.1883,,,12071001923h990
-81.97287724421714,26.51284805759509,0.0,0.1781,,,12071001923h1204
-81.97304692434545,26.51283349256164,0.0,0.1711,,,12071001923h885
-81.97321507198147,26.51282999158586,0.0,0.1711,,,12071001923h615
-81.97337557704427,26.51282664946469,0.0,0.1555,,,12071001923h967
-81.97353049291416,26.512841863866257,0.0,0.1611,,,12071001923h989
-81.97368382942057,26.51297753699028,0.0,0.2094,,,12071001923h650
-81.97384959166386,26.51301623012868,0.0,0.1743,,,12071001923h643
-81.97403358192797,26.51295783686229,0.0,0.2719,,,12071001923h502
-81.97402812648333,26.512349414462665,0.0,0.2778,,,12071001923h673
-81.97385512421154,26.512292705605315,0.0,0.1831,,,12071001923h921
-81.97370152823655,26.512292948201413,0.0,0.1808,,,12071001923h767
-81.97354866690056,26.512296099404672,0.0,0.1808,,,12071001923h94
-81.9733958057385,26.512299249743187,0.0,0.1808,,,12071001923h636
-81.97323530137517,26.512302558271028,0.0,0.1989,,,12071001923h956
-81.9730671537999,26.51230602347969,0.0,0.1988,,,12071001923h817
-81.97290664939153,26.512309331519397,0.0,0.1808,,,12071001923h267
-81.97275378822148,26.51231248139087,0.0,0.1808,,,12071001923h259
-81.97260092683473,26.512315631578627,0.0,0.1808,,,12071001923h1216
-81.97244064265686,26.512318009018223,0.0,0.198,,,12071001923h83
-81.97097011066606,26.51623470987932,0.0,0.8234,4.0,,12071001923h1062
-81.95631584207854,26.521839618358552,0.0,16.07,0.0,,12071001903h650
-81.96738018278036,26.513878502703456,0.0,1.401,,,12071001923h1018
-81.96775661091364,26.513592199368897,0.0,0.2738,,,12071001923h1006
-81.96773627871701,26.513370155403774,0.0,0.2875,,,12071001923h13
-81.96780384031096,26.51315368979659,0.0,0.2012,,,12071001923h0
-81.97135084207437,26.516769471519623,0.0,0.3355,,,12071001923h321
-81.95570039015071,26.51466820430181,158987.0,0.12909,2.0,,12071001922h529
-81.95569529009586,26.514510783927268,143199.0,0.1295,2.0,910.0,12071001922h972
-81.97246543626538,26.505283710045006,0.0,0.9087,,,12071001923h146
-81.96364707854319,26.52152469246418,0.0,2.907,,,12071001903h114
-81.9560202992941,26.518435123870965,0.0,0.29008,,,12071001922h1111
-81.95791667707637,26.517835018826,0.0,0.1025,,,12071001922h304
-81.95793245974791,26.51863274974296,0.0,0.12121,,,12071001922h1003
-81.9577863584839,26.51923694289584,0.0,0.13299,,,12071001922h41
-81.95694414558508,26.519547336847776,0.0,0.28409,,,12071001922h240
-81.95707026155169,26.518377069664783,0.0,3.2486,,,12071001922h179
-81.95692516733762,26.51728786438101,0.0,0.20287,,,12071001922h1303
-81.95894837695035,26.516789123875164,0.0,8.38499,,,12071001922h849
-81.95908290112132,26.518470620674403,0.0,11.20787,,,12071001922h114
-81.95776966307488,26.517605524202867,0.0,0.21095,,,12071001922h1296
-81.95757163469261,26.51759928828009,0.0,0.18595,,,12071001922h83
-81.95738816679737,26.517601714261595,0.0,0.18595,,,12071001922h241
-81.95720469879615,26.517604140162238,0.0,0.18595,,,12071001922h1324
-81.95702123092337,26.51760656544264,0.0,0.18595,,,12071001922h306
-81.95683776330557,26.51760899099467,0.0,0.18595,,,12071001922h452
-81.95665429552928,26.51761141601828,0.0,0.18595,,,12071001922h195
-81.95647082763443,26.517613840590727,0.0,0.18595,,,12071001922h262
-81.95626494717104,26.5176174148577,383148.0,0.23131,4.0,2941.0,12071001922h666
-81.95627223129927,26.517986836541965,375967.0,0.23101,3.0,2899.0,12071001922h213
-81.95647802138271,26.51798519358207,0.0,0.18595,,,12071001922h527
-81.95666148960522,26.51798276849359,0.0,0.18595,,,12071001922h584
-81.95684495808275,26.517980343676737,0.0,0.18595,,,12071001922h838
-81.95702842644172,26.51797791840876,0.0,0.18595,,,12071001922h732
-81.95721189489686,26.51797549278158,0.0,0.18595,,,12071001922h538
-81.95739536334462,26.51797306691843,0.0,0.18595,,,12071001922h837
-81.9575788316815,26.51797064094249,0.0,0.18595,,,12071001922h1250
-81.95778021881229,26.517967977716992,0.0,0.22227,,,12071001922h721
-81.9577893047369,26.518449364212444,0.0,0.22179,,,12071001922h628
-81.95758816132545,26.51845202422113,0.0,0.18595,,,12071001922h1133
-81.9574046921867,26.51845444998582,0.0,0.18595,,,12071001922h190
-81.9572212233029,26.51845687602215,0.0,0.18595,,,12071001922h857
-81.95703775403804,26.518459301551005,0.0,0.18595,,,12071001922h502
-81.95685428466723,26.518461726999,0.0,0.18595,,,12071001922h749
-81.95667081542486,26.51846415182673,0.0,0.18595,,,12071001922h468
-81.95648734643747,26.518466576926112,0.0,0.18595,,,12071001922h167
-81.95628160514873,26.518470386069048,0.0,0.23101,,,12071001922h1301
-81.95628874834307,26.518839572193013,0.0,0.23101,,,12071001922h1323
-81.9564945401367,26.51883792957989,0.0,0.18595,,,12071001922h1224
-81.95667800986527,26.51883550476457,0.0,0.18595,,,12071001922h760
-81.95686147943535,26.518833079420816,0.0,0.18595,,,12071001922h404
-81.95704494926044,26.518830654348672,0.0,0.18595,,,12071001922h1163
-81.95722841921396,26.51882822865628,0.0,0.18595,,,12071001922h668
-81.95741188902434,26.518825803112165,270064.0,0.18595,3.0,1761.0,12071001922h233
-81.95759535856499,26.51882337682444,0.0,0.18595,,,12071001922h1225
-81.95779650254954,26.51882071684085,0.0,0.22179,,,12071001922h766
-81.95760482144867,26.519311636821595,0.0,0.19284,,,12071001922h1014
-81.95742135123307,26.519314062997,0.0,0.19284,,,12071001922h1246
-81.95723788090288,26.51931648872154,0.0,0.19284,,,12071001922h560
-81.95705441009936,26.519318914431988,0.0,0.19284,,,12071001922h1081
-81.95687093928848,26.519321339906448,0.0,0.19284,,,12071001922h763
-81.95668746897206,26.51932376469373,0.0,0.19284,,,12071001922h391
-81.95650399864815,26.519326189696358,0.0,0.19284,,,12071001922h365
-81.95629823265395,26.519330001122796,0.0,0.23962,,,12071001922h250
-81.95523072077476,26.514163066573754,0.0,0.0923,3.0,,12071001922h714
-81.95507965888415,26.51416895080963,65438.0,0.0951,2.0,636.0,12071001922h879
-81.96734031416804,26.511694735051528,67727.0,0.19633,4.0,,12071001922h902
-81.96600372790145,26.520114676732536,471131.0,1.37466,4.0,3256.0,12071001923h488
-81.9636497569923,26.520371187356083,657237.0,0.57406,3.0,2883.0,12071001903h1693
-81.96801180551708,26.519257481190717,967281.0,0.6302,6.0,,12071001923h654
-81.9551820121991,26.52268356903981,421429.0,0.1928,2.0,1801.0,12071001903h874
-81.95510874564309,26.52285199480853,525196.0,0.195,4.0,2807.0,12071001903h69
-81.95501212402218,26.523009786119943,413502.0,0.195,2.0,1801.0,12071001903h222
-81.96698014957495,26.516191349249667,122486.0,0.4513,3.0,,12071001923h907
-81.97540157578621,26.515552633419738,0.0,0.94201,,,12071001923h426
-81.95659793930275,26.51194934785791,0.0,0.28519,,,12071001922h706
-81.95604772330046,26.511613038405883,0.0,0.66814,,,12071001922h935
-81.96994632458326,26.506506346438268,0.0,4.47018,,,12071001923h174
-81.96950983597527,26.50835798321963,0.0,2.90152,,,12071001922h907
-81.96816181984924,26.508677653583877,0.0,0.16772,,,12071001922h745
-81.97164658254044,26.50848018770504,0.0,0.38632,,,12071001923h243
-81.97120917773205,26.50835833307515,0.0,0.04483,,,12071001923h1149
-81.97022885131712,26.509164711438515,0.0,0.13069,,,12071001923h472
-81.96953237911933,26.50987963651275,0.0,0.1837,,,12071001923h217
-81.97335394593915,26.509353265941996,0.0,2.008,,,12071001923h968
-81.95521141831065,26.522124577368277,0.0,0.68636,0.0,,12071001903h1196
-81.96229822532213,26.51094298393689,0.0,0.46697,,,12071001922h925
-81.96262317443255,26.522430194889147,0.0,0.40574,,,12071001903h1271
-81.96223754610983,26.519637550761757,0.0,0.11908,,,12071001922h1139
-81.9744740147025,26.506537725599667,13263413.0,30.009,368.0,211854.0,12071001923h1104
-81.95726990220888,26.507457177795505,0.0,0.52998,,,12071001912h418
-81.95652983460621,26.50674592888632,467958.0,0.323,3.0,2948.0,12071001912h1065
-81.95652524547678,26.506467717926967,379786.0,0.316,4.0,2496.0,12071001912h702
-81.95651378413002,26.506190237086564,413377.0,0.317,3.0,2658.0,12071001912h1131
-81.95661524130179,26.505934210684305,443805.0,0.3,3.0,2803.0,12071001912h303
-81.95606986887596,26.50542047816363,416068.0,0.802,4.0,2542.0,12071001922h37
-81.95599788101465,26.505778688825004,582613.0,0.49,4.0,3741.0,12071001912h354
-81.9559680671902,26.506097228443533,426460.0,0.357,3.0,,12071001922h197
-81.95597845837415,26.506389066270103,404264.0,0.317,3.0,3147.0,12071001913h421
-81.95598394467807,26.506664272428942,537754.0,0.316,4.0,3175.0,12071001912h602
-81.95598813954474,26.50693937529948,535824.0,0.316,4.0,,12071001912h958
