household_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
1,1.0,0.3697721731115582,0.542304716856459,0.1932118014789327,0.46615228931397423,0.8598422755321389,0.43632065955387855,0.4663081633705918,0.45341862629381813,0.4499189839949328,0.12627577682000668,0.27303574482063453,0.45612978752362465,0.40768022232560863,0.5118457139863413,0.5917758288718244,0.4784495205260374,0.4437759145802739,0.35416357739406334,0.48830337253081624,0.5758178277878465,0.45024282098749524,0.41950885253945513,0.6667293899922815,0.6156171345677359,0.4731178391550763,0.6395109042017937,0.537982259543285,0.7058568658459958,0.23112006865374246,0.49035818935890185,0.46552720400404046,0.46537259809462583,0.2736823767989197,0.25707317780876837,0.3436633036433403,0.41155652292284084,0.5892724881152012,0.4614967090413956,0.3738624473617195,0.1435206647029359,0.4017802129876823,0.42760882362912656,0.19380324548509964,0.2807332768060943,0.4558777161358072,0.30321185043694376,0.40980335939705315,0.37108337789290136,0.49075644736185153
2,0.3697721731115582,1.0,0.6735456495290121,0.40002915371269887,0.48420493855138125,0.32915806052438745,0.3608206937693266,0.4359266404370674,-0.15172261898738992,0.5767557194413149,0.5345776295919207,0.5305031451289461,-0.14955419387261082,0.6684293112049327,0.4716741294801571,0.3453099705400485,-0.09535383409427367,0.4104275899862886,0.4178286637553805,0.6031215731198081,0.1674043005626894,0.4054171237504718,0.41499969728983854,0.3436414499651642,0.4364368661477178,0.6168263627780983,0.5837082817803891,0.5905382802006709,0.6029853347590362,0.1742254537556378,0.6519501316979522,0.5905578430381953,0.4309876782552876,0.43342036150082164,-0.3413792273207683,0.594401192112455,0.817266983030008,0.34089156646319785,0.44525067560896125,0.5864443622507137,0.4818958500781315,0.6567501423195512,0.365313631126031,-0.037111820591186895,0.45938876823370445,0.508427780667452,0.5698950546685557,0.375219413814056,0.7392688762157891,0.6153597922079665
3,0.542304716856459,0.6735456495290121,1.0,0.5298883272864437,0.42625315771912564,0.5231680106627199,0.3268933036375242,0.3894094733680704,0.09801739099261308,0.5323466816884448,0.5156151399677035,0.6305948091222657,0.08269265072955012,0.6706576268422523,0.6836611718334678,0.4340261020147016,0.16301993222503652,0.3942023954767381,0.4311329882094118,0.4864083407084292,0.42125979195138463,0.3854670849829358,0.46723731650015743,0.6273070304450674,0.3991568549534088,0.5414042946780653,0.7687797687181733,0.7982642023895927,0.6755089393646205,0.25979173151337753,0.5823391747795483,0.5924893189221498,0.3850037581392619,0.5520979988026835,-0.12175340041791882,0.6703408517036598,0.6277863147715426,0.45399552946581767,0.43723083590189793,0.5753202773280478,0.57485092157782,0.5813179050263353,0.3636747744016994,0.1878068634440082,0.5742769800812619,0.48335721568305723,0.5410914277773682,0.35670770662291185,0.7253728473273111,0.5662712767034919
4,0.1932118014789327,0.40002915371269887,0.5298883272864437,1.0,0.24731030394396636,0.23967683375221538,0.2194516909822659,0.2439416204207402,-0.17659166302664508,0.3478723328755776,0.5173720837562584,0.8676963131822228,-0.2230576327934637,0.5343953279157287,0.2506525936227185,0.20353011830569012,-0.12960573312303514,0.27258190169545193,0.31315274442313235,0.2702885127891934,0.2900349893461188,0.2675563765458725,0.4911796982323202,0.35032648937856536,0.08117567919202107,0.4005416217514258,0.5251938694471291,0.5765646280415452,0.31643532094381843,0.30656614279307703,0.3931807984385768,0.48551511883504117,0.24309129407498575,0.8654471520695053,-0.30778945629620447,0.6803923340511122,0.4026923229814994,0.25521878886635185,0.3352014813033277,0.564239055389008,0.6938412141762703,0.3517777140616424,0.27027890938997967,-0.17636571591290306,0.8728370079956853,0.3331371830978034,0.5274058931471681,-0.004384215069469954,0.5740861218442206,0.40083751239636145
5,0.46615228931397423,0.48420493855138125,0.42625315771912564,0.24731030394396636,1.0,0.42299856478638975,0.7497737649632934,0.879067811246974,-0.023221973975997345,0.8183744343542657,0.11217056613023968,0.33913225742854014,-0.00613165680063843,0.6222729198409327,0.22391394091538774,0.6975054870049024,-0.03171203335318684,0.8853835055505259,0.6846635873947331,0.7929901068349617,0.34952659463803326,0.8757994736230013,0.6642436015560154,0.3699655270284705,0.5653132767158451,0.6549923758467855,0.5052500395923563,0.38868839035804914,0.6712260253599104,0.4978275615973343,0.8161493768934815,0.7576146630878053,0.8630094985990187,0.35613393084932754,-0.15249162137220584,0.4943610167439282,0.5186514191920493,0.676525081572005,0.856937900300222,0.4431575883270745,0.2020836359926773,0.6732994759267772,0.8300844773492353,-0.2457203095492182,0.3621830820384738,0.8756213593992729,0.3295947571406117,0.4924949436124175,0.5231197438410127,0.832691839883216
6,0.8598422755321389,0.32915806052438745,0.5231680106627199,0.23967683375221538,0.42299856478638975,1.0,0.44586739285148125,0.44817347182330924,0.46168109704100047,0.39711932903249914,0.15075840766567017,0.3075076735091913,0.4350501723677599,0.37573368136315366,0.4486668624809702,0.526370989101771,0.48791717140619695,0.41816607360945723,0.3018392086728503,0.4562869590868077,0.6055233458255038,0.43282105756048594,0.44972695463656853,0.6436466587804346,0.5732450279743213,0.48674433291380803,0.6744744487524263,0.576272415139528,0.6248659066387928,0.22563680816583986,0.4562222706333944,0.44954745354845116,0.4506495867469671,0.3245404630692196,0.3279512630710244,0.33744475114293226,0.3983361832979334,0.5415669142258954,0.44999194459023995,0.4225442069972397,0.14386096821114158,0.33441001940731996,0.41370946917430773,0.14922184855582465,0.32777721608890265,0.41542652266271884,0.35226845948389895,0.2834427899763853,0.34297260647468975,0.4631061322078047
7,0.43632065955387855,0.3608206937693266,0.3268933036375242,0.2194516909822659,0.7497737649632934,0.44586739285148125,1.0,0.8706871810864992,-0.020657383110589844,0.5969251855932252,0.07698241917103543,0.29845835260806763,-0.022728916796929788,0.462319868142676,0.10098588235570394,0.5589826486613859,-0.03680182862392667,0.7663309559823255,0.47987842364823374,0.7291095937133274,0.3249138590069579,0.8199895057954683,0.6893545886666284,0.2848568686251176,0.5835101329522945,0.6907165265736301,0.48875375285643086,0.3675723973013725,0.5330357784508297,0.4151122173145656,0.6652305992531252,0.6351896290223438,0.8865091325320027,0.347486904036865,-0.05569414606501821,0.37745551383869613,0.46686885446877435,0.5584581161103357,0.7918377819684563,0.48660788663760235,0.09150934526101706,0.4522314826225048,0.7813453995755234,-0.33961265947872654,0.34612659326989204,0.6713742319174858,0.3679522184316141,0.2712835152073295,0.3789504736561111,0.6922809421324213
8,0.4663081633705918,0.4359266404370674,0.3894094733680704,0.2439416204207402,0.879067811246974,0.44817347182330924,0.8706871810864992,1.0,-0.014443799306401273,0.7172494199919037,0.10445409474143974,0.33090269279447215,-0.006572075227385232,0.5553427654191783,0.1721802184631015,0.6448965886120919,-0.026569422646328444,0.866373212510782,0.5912820357419375,0.7965478633253142,0.34879027608581126,0.909194028887251,0.700587350300646,0.3390723429168996,0.5939567246416126,0.6975711632580095,0.5134704298322283,0.39164070796351147,0.6189182027778928,0.4695483208165654,0.7639379701871737,0.7187722382839372,0.9835187522929993,0.36400977604128215,-0.09985835088315342,0.44879567951935295,0.5097860012010338,0.6350172889360228,0.8730278836571391,0.4791970237588383,0.15619379610929596,0.5706805575516913,0.8489196653325143,-0.2854182317420866,0.36654427686202107,0.7885155520575003,0.3607814049065923,0.38860208659267437,0.46341586762341225,0.7892101992522734
9,0.45341862629381813,-0.15172261898738992,0.09801739099261308,-0.17659166302664508,-0.023221973975997345,0.46168109704100047,-0.020657383110589844,-0.014443799306401273,1.0,-0.03921236065813227,-0.3046960592783874,-0.1421688528460121,0.8784367451793085,-0.06954029941746231,0.18855884577734094,0.20702425764960486,0.8596256252767305,-0.010895933669293312,-0.06443979251396859,-0.04481480984085895,0.4378400778476017,-0.008150778523827507,-0.008691362154156002,0.40239636808156765,0.12406742078567545,-0.04702821898742826,0.1737013871416715,0.10830372448171277,0.18683024357578648,-0.08207279381629884,-0.02949645573377313,-0.02011075218815961,-0.014543739409932588,-0.11579627244037471,0.5787859011784291,-0.09483682252374193,-0.11995698858177084,0.21769403949298383,-0.0030416272822453294,-0.10111733737266415,-0.24490317796175587,-0.08823891314145138,-0.008444494870959884,0.21312971867742236,-0.11677045382652995,-0.0206725529982561,-0.16142427622211475,0.018702496638364097,-0.1077677998920894,-0.02049006131847353
10,0.4499189839949328,0.5767557194413149,0.5323466816884448,0.3478723328755776,0.8183744343542657,0.39711932903249914,0.5969251855932252,0.7172494199919037,-0.03921236065813227,1.0,0.20007747586477753,0.44055766579621236,-0.0234513306409716,0.7800377997942274,0.32362223528646317,0.6883456837991616,-0.033741989056438104,0.7784190761269512,0.8029309087229801,0.7130383975067323,0.3739722623651609,0.7429963397702423,0.6530377922218179,0.4414309523154344,0.4689287567227156,0.6152170321656512,0.5432576030390537,0.4487308120319673,0.7147227811309282,0.5395930516142493,0.8565293768376,0.8383746926328165,0.7031555122268858,0.4355333942374281,-0.21864153019855426,0.636633635041254,0.5524033834106552,0.6806503393452649,0.7729838983941197,0.45843738744598395,0.35341765369145495,0.8401605616299037,0.7257912990746829,-0.1688197004885441,0.44626845100407964,0.9055531617193965,0.3535308132254785,0.5492200140984794,0.6723523821392565,0.8568674510978093
11,0.12627577682000668,0.5345776295919207,0.5156151399677035,0.5173720837562584,0.11217056613023968,0.15075840766567017,0.07698241917103543,0.10445409474143974,-0.3046960592783874,0.20007747586477753,1.0,0.5951490664769064,-0.34123821451796643,0.3743896482665563,0.31604065696321937,0.0037990143724236924,-0.22038500174686226,0.0766302498810123,0.0777588333092295,0.24075084666333502,0.008323156804972087,0.08163260500215896,0.21790376585901683,0.17109457455099952,0.11796551190443005,0.37485572617170615,0.4479480016185242,0.5643217469651782,0.2515914286679857,-0.06186096246489137,0.29256786744912033,0.2965921021809086,0.105132080914483,0.47257865792099163,-0.44752571586809164,0.4355232775076172,0.5349803159409162,0.02726369591050437,0.13772801722404449,0.5631604177228082,0.5387972050302361,0.2572777422546665,0.052664750023404316,-0.09114660789107965,0.497229913202754,0.15456526004344506,0.6559567842860807,-0.054116381146397385,0.4823235889696853,0.274103756823756
12,0.27303574482063453,0.5305031451289461,0.6305948091222657,0.8676963131822228,0.33913225742854014,0.3075076735091913,0.29845835260806763,0.33090269279447215,-0.1421688528460121,0.44055766579621236,0.5951490664769064,1.0,-0.18016349606412985,0.6299690197890684,0.3330246277828752,0.27190540166639976,-0.09203912705920869,0.3479177292785306,0.375902398928726,0.38189497020979046,0.304236988427926,0.34412868568527677,0.5414344153577149,0.39470619913209837,0.19056684902621013,0.5089274752186099,0.6167252746215172,0.6681227470398041,0.4184374005990046,0.3149158135175365,0.4989506522026743,0.5737074783902889,0.3297039083872587,0.8569819990051671,-0.28356438520111493,0.7559494370557459,0.5327081278967589,0.31519865869530106,0.4108839950541897,0.6634558466728555,0.7167282916243083,0.45256841268400794,0.3376015209709511,-0.1240726450141818,0.8857110752079119,0.4172562255632426,0.6241350701165476,0.09268754886339015,0.6832171396892148,0.5007193270877626
