household_id,building_value,income,damage_level,population_scaled,age,race,latitude,longitude,agent_type,community_0,community_1,community_2,community_3,community_4,community_5,community_6,community_7,community_8,community_9,community_10,community_11,community_12,community_13,community_14,community_15,community_16,community_17,community_18,community_19
1,0.4252206498899386,0.4060783208392471,0.0,0.5714285714285714,0.5657709042975522,0.5,38.88499579203965,-76.77718017440036,isolated,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2,0.459749585157294,0.7555814247711674,0.0,0.5714285714285714,0.7103954936163571,0.0,39.04253406801625,-76.74857589046832,early_adopter,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3,0.7530400365414123,0.0704064715438869,0.0,0.1428571428571428,0.9288207955886868,0.5,39.022831096635464,-76.77566483365152,social_follower,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
4,0.6344147887978898,0.851669793850279,0.0,0.1428571428571428,0.5757822011383711,0.0,38.88282476500101,-76.48920262452677,social_follower,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
5,0.5539492681230654,0.6375117203349483,0.0,0.5714285714285714,0.3045026187580957,0.0,39.13104705702267,-76.64186003263158,social_follower,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
6,0.4458486773916361,0.314316242418747,0.0,0.5714285714285714,0.6094950311503751,0.0,39.25076893954591,-76.48957846093528,isolated,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7,0.5140321779584655,0.0177581640713675,0.0,1.0,0.4198714018066561,0.0,39.08919599018456,-76.67724919985947,resistant,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8,0.4717758271368802,0.5612709276976127,0.5,0.1428571428571428,0.7413590390362222,0.25,38.93595396288689,-76.56198568907732,resistant,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
9,0.4719991971159274,0.1000621789192201,0.0,0.8571428571428571,0.3131684887248318,0.0,39.0115734362495,-76.6320023466895,resistant,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
10,0.4509804805616037,0.0828512683973382,1.0,1.0,0.6285693145029215,0.0,38.956257166819306,-76.72262571408845,isolated,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
11,0.5268206896487799,0.0013740728017469,0.25,0.4285714285714285,0.540646206456223,0.0,39.13328704852099,-76.54628595495373,social_follower,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
12,0.3568360422717544,0.1709113830727099,0.25,0.2857142857142857,0.6842562174870279,0.5,39.14938792096083,-76.58765556723995,resistant,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
13,0.6102479746528171,0.0544215200592316,1.0,0.7142857142857143,0.7667588920400572,0.0,38.99757487588579,-76.6399990483465,resistant,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
14,0.5245263621009219,0.6508575013181452,0.0,0.4285714285714285,0.6232341112155299,0.25,39.0516484331427,-76.63278994921664,resistant,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
15,0.4962479353461458,0.374048649973267,0.5,0.7142857142857143,0.0,0.25,39.07714794090713,-76.61549713167274,isolated,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16,0.3695099546112391,0.0321798754688381,0.0,0.8571428571428571,0.5530037824874771,0.0,39.00538784904698,-76.46514757237712,isolated,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
17,0.6800509547303715,0.2749387945336108,0.25,0.7142857142857143,0.7195438155155356,0.25,38.93844225931104,-76.6236020877744,isolated,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18,0.5007999207272322,0.2251615009597647,1.0,1.0,0.3106170043666081,1.0,38.991198100710065,-76.56635449227312,resistant,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19,0.4836881916690072,0.8623074662683106,0.0,0.1428571428571428,0.4587703847416905,0.0,38.8478440308267,-76.48507769052726,resistant,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20,0.4232586338184402,0.5110289997605038,1.0,1.0,0.1021908604847057,0.0,38.92699027738095,-76.71363704668993,resistant,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
21,0.4879503204941474,0.3598954706799915,0.0,0.4285714285714285,0.7602072689712557,0.0,38.99111027903625,-76.63956292779206,resistant,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
22,0.3910697564371118,0.1244527285005128,0.0,0.5714285714285714,0.3858021618818285,0.0,39.07245956950052,-76.51200461585665,early_adopter,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,0.4435866156569334,0.4585290424660823,0.0,0.7142857142857143,0.0978572801363451,0.0,39.05256824630854,-76.49612406955858,social_follower,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24,0.5055362570856402,0.746000421529985,0.0,0.1428571428571428,0.3317122228641764,0.0,38.94434359712984,-76.70275576680413,early_adopter,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
25,0.2771034137116739,0.031556515813194,0.0,0.8571428571428571,0.2150719936126897,0.0,39.1130974986645,-76.53321619620701,isolated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
26,0.4211703460254217,0.4377443101105158,0.0,0.2857142857142857,0.7433683585001857,0.0,38.990726254772206,-76.63706815276375,resistant,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
27,0.6623911446688685,0.6184279138742643,1.0,1.0,0.224234629699372,0.0,38.919242000130374,-76.86476502539558,isolated,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,0.6522252688922462,0.5540844695782973,0.0,0.4285714285714285,1.0,0.25,39.02879474533397,-76.59565079524701,isolated,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,0.6525646864952925,0.0995635901178247,0.0,0.4285714285714285,0.6979231625736401,0.0,39.05856864820253,-76.45696580075605,social_follower,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
30,0.6416666227637696,0.5489201858430458,0.5,0.2857142857142857,0.1882565968286096,0.5,38.92272322245281,-76.71540256068025,isolated,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
31,0.2035005403769668,0.8127495640363669,0.25,0.7142857142857143,0.5670732918485841,0.0,38.89095331741952,-76.69617947794728,social_follower,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
32,0.4836607294614166,0.1526315876885955,0.0,0.5714285714285714,0.8653627242224937,0.0,39.07946854048632,-76.63437131926707,isolated,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
33,0.5537636459218047,0.3716617304155274,0.5,0.2857142857142857,0.0798258221659238,0.0,38.806256578007456,-76.71139932526505,resistant,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,0.4611264096267616,0.529036503576705,0.0,0.8571428571428571,0.604092030953802,0.0,38.88656338390077,-76.627797972215,resistant,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,0.4729445261444454,0.1364727924527929,0.0,0.8571428571428571,0.6209534332644815,0.5,38.820978566789385,-76.52800715004635,isolated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
36,0.5196823087334378,0.1292586217612586,0.0,0.4285714285714285,0.2397786900763634,0.0,38.96396576818264,-76.62987103754767,resistant,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
37,0.7930120036249777,0.4210451197630886,0.0,0.7142857142857143,0.6847143361335297,0.0,39.002442657829555,-76.47605418103528,isolated,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38,0.301067050987112,0.5479841816666137,0.0,0.7142857142857143,0.5451339153073504,0.0,38.87293133456872,-76.58203383837616,isolated,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
39,0.385186188359235,0.1829484230030597,0.0,0.7142857142857143,0.3126236463559312,0.0,39.03366245875588,-76.47615862692241,social_follower,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
40,0.6043898743556245,0.2566326147814254,0.25,0.1428571428571428,0.449036621739054,0.0,39.097263471055186,-76.68083184669308,isolated,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
41,0.7296768610827623,0.5955106636870694,0.25,0.4285714285714285,0.5402497498724556,0.0,39.041843431237254,-76.89437130053105,resistant,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
42,0.3645537746820551,0.0229394754539484,0.0,1.0,0.7935935269232944,0.25,39.115753530082536,-76.51762321056903,early_adopter,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
43,0.6595904032292661,0.0578808968818785,0.0,0.7142857142857143,0.4436389386986932,0.5,39.22483276669197,-76.67459610235834,resistant,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
44,0.6503374096240231,0.2687780158515273,0.25,0.4285714285714285,0.521766882709646,0.25,39.003433095537055,-76.5573042328378,resistant,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
45,0.7035634192792659,0.2892559572832581,0.0,0.8571428571428571,0.4277819302250065,1.0,38.85920635380555,-76.62854501711632,resistant,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
46,0.7860865334110233,0.4441259619845588,0.75,1.0,0.7216704966789241,0.0,39.03909340983273,-76.60995628200067,social_follower,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,0.4844361757113986,0.5319655325690908,0.0,0.5714285714285714,0.0966715346184335,0.0,39.03395135108727,-76.61227866491919,isolated,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,0.1319351329738937,0.1687966033901563,0.0,0.7142857142857143,0.235338449277984,0.0,39.07176510955735,-76.63637601184502,isolated,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
49,0.2933133189516726,0.0025467606599829,0.0,0.7142857142857143,0.5632834193526397,0.0,38.93379342930746,-76.45083385475942,resistant,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
50,0.448603389674011,0.8839674565903606,0.0,0.2857142857142857,0.4854410897887137,0.0,38.88510661814034,-76.6531375926754,social_follower,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,0.4637766056294941,0.8694303715159514,0.0,0.1428571428571428,0.537935870361632,0.25,39.03725117391773,-76.63004598249442,isolated,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
52,0.4764154344547495,0.290279173305588,0.0,0.8571428571428571,0.2859188163891176,0.25,38.90547951531342,-76.56515216859565,social_follower,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,0.6048518322881472,0.5235896068744013,0.5,0.1428571428571428,0.5963244992204265,0.0,38.95714361870693,-76.49698792110544,resistant,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
54,0.4385376873463627,0.0295855931019523,1.0,0.2857142857142857,0.5981935691333756,1.0,38.835505179283274,-76.6654769081411,isolated,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,0.4820733960544997,0.5216957825214967,0.0,0.2857142857142857,0.3846540877775217,0.0,39.07627324035955,-76.74257655912194,resistant,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
